HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code
Q4106	00100	3	"DERMAGRAFT, PER SQUARE CENTIMETER"	Dermagraft	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4107	00100	3	"GRAFTJACKET, PER SQUARE CENTIMETER"	Graftjacket	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4108	00100	3	"INTEGRA MATRIX, PER SQUARE CENTIMETER"	Integra matrix	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4109	00100	3	"SKIN SUBSTITUTE, TISSUEMEND, PER SQUARE CENTIMETER"	Tissuemend skin sub	51				A																					C							O1E		1					  0	20090101	20110101	20101231	D
Q4110	00100	3	"PRIMATRIX, PER SQUARE CENTIMETER"	Primatrix	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4111	00100	3	"GAMMAGRAFT, PER SQUARE CENTIMETER"	Gammagraft	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4112	00100	3	"CYMETRA, INJECTABLE, 1CC"	Cymetra injectable	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4113	00100	3	"GRAFTJACKET XPRESS, INJECTABLE, 1CC"	Graftjacket xpress	51				A																					C	YY	20090101					O1E		1					  0	20090101	20110101		C
Q4114	00100	3	"INTEGRA FLOWABLE WOUND MATRIX, INJECTABLE, 1CC"	Integra flowable wound matri	51				A																					C	YY	20090101					O1E		1					  0	20090101	20090101		N
Q4115	00100	3	"ALLOSKIN, PER SQUARE CENTIMETER"	Alloskin	51				A																					C	YY	20090701					O1E		1					  0	20090701	20110101		C
Q4116	00100	3	"ALLODERM, PER SQUARE CENTIMETER"	Alloderm	51				A																					C	YY	20090701					O1E		1					  0	20090701	20110101		C
Q4117	00100	3	"HYALOMATRIX, PER SQUARE CENTIMETER"	Hyalomatrix	51				A																					C							O1E		1					  0	20110101	20110101		A
Q4118	00100	3	"MATRISTEM MICROMATRIX, 1 MG"	Matristem micromatrix	51				A																					C	YY	20110101					O1E		1					  0	20110101	20110101		A
Q4119	00100	3	"MATRISTEM WOUND MATRIX, PER SQUARE CENTIMETER"	Matristem wound matrix	51				A																					C							O1E		1					  0	20110101	20110101		A
Q4120	00100	3	"MATRISTEM BURN MATRIX, PER SQUARE CENTIMETER"	Matristem burn matrix	51				A																					C							O1E		1					  0	20110101	20110101		A
Q4121	00100	3	"THERASKIN, PER SQUARE CENTIMETER"	Theraskin	51				A																					C	YY	20110101					O1E		1					  0	20110101	20110101		A
Q5001	00100	3	HOSPICE CARE PROVIDED IN PATIENT'S HOME/RESIDENCE	Hospice in patient home	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5002	00100	3	HOSPICE CARE PROVIDED IN ASSISTED LIVING FACILITY	Hospice in assisted living	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5003	00100	3	HOSPICE CARE PROVIDED IN NURSING LONG TERM CARE FACILITY (LTC) OR NON-SKILLED	Hospice in LT/non-skilled NF	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5003	00200	4	NURSING FACILITY (NF)																																													
Q5004	00100	3	HOSPICE CARE PROVIDED IN SKILLED NURSING FACILITY (SNF)	Hospice in SNF	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5005	00100	3	HOSPICE CARE PROVIDED IN INPATIENT HOSPITAL	"Hospice, inpatient hospital"	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5006	00100	3	HOSPICE CARE PROVIDED IN INPATIENT HOSPICE FACILITY	Hospice in hospice facility	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5007	00100	3	HOSPICE CARE PROVIDED IN LONG TERM CARE FACILITY	Hospice in LTCH	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5008	00100	3	HOSPICE CARE PROVIDED IN INPATIENT PSYCHIATRIC FACILITY	Hospice in inpatient psych	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5009	00100	3	HOSPICE CARE PROVIDED IN PLACE NOT OTHERWISE SPECIFIED (NOS)	"Hospice care, NOS"	00				9																					D						0133	Y2		1	L				  0	20070101	20070101		N
Q5010	00100	3	HOSPICE HOME CARE PROVIDED IN A HOSPICE FACILITY	Hospice home care in hospice	00				9																					D						0133	Y2		1	L				  0	20101001	20101001		A
Q9945	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, UP TO 149 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM <=149 mg/ml iodine, 1ml"	51				A				15022																	D							I1E		4					  0	20050401	20080101	20071231	N
Q9946	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 150-199 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 150-199mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050401	20080101	20071231	N
Q9947	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 200-249 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 200-249mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050401	20080101	20071231	N
Q9948	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 250-299 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 250-299mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050401	20080101	20071231	N
Q9949	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 300-349 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 300-349mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050401	20080101	20071231	N
Q9950	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 350-399 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 350-399mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050401	20080101	20071231	N
Q9951	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 400 OR GREATER MG/ML IODINE CONCENTRATION, PER ML"	"LOCM >= 400 mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050401	20050401		N
Q9952	00100	3	"INJECTION, GADOLINIUM-BASED MAGNETIC RESONANCE CONTRAST AGENT, PER ML"	"Inj Gad-base MR contrast,1ml"	57				A				15022																	D							I1F		4					  0	20050401	20080101	20071231	N
Q9953	00100	3	"INJECTION, IRON-BASED MAGNETIC RESONANCE CONTRAST AGENT, PER ML"	"Inj Fe-based MR contrast,1ml"	57				A				15022																	D							I1F		4					  0	20050401	20050401		N
Q9954	00100	3	"ORAL MAGNETIC RESONANCE CONTRAST AGENT, PER 100 ML"	"Oral MR contrast, 100 ml"	57				A				15022																	D							I1F		4					  0	20050401	20050401		N
Q9955	00100	3	"INJECTION, PERFLEXANE LIPID MICROSPHERES, PER ML"	"Inj perflexane lip micros,ml"	57				A																					C							I1F		4					  0	20050401	20050401		N
Q9956	00100	3	"INJECTION, OCTAFLUOROPROPANE MICROSPHERES, PER ML"	"Inj octafluoropropane mic,ml"	57				A																					C							I1F		4					  0	20050401	20050401		N
Q9957	00100	3	"INJECTION, PERFLUTREN LIPID MICROSPHERES, PER ML"	"Inj perflutren lip micros,ml"	57				A																					C							I1F		4					  0	20050401	20050401		N
Q9958	00100	3	"HIGH OSMOLAR CONTRAST MATERIAL, UP TO 149 MG/ML IODINE CONCENTRATION, PER ML"	"HOCM <=149 mg/ml iodine, 1ml"	51				A				15022																	D							I1E		4					  0	20050701	20050701		N
Q9959	00100	3	"HIGH OSMOLAR CONTRAST MATERIAL, 150-199 MG/ML IODINE CONCENTRATION, PER ML"	"HOCM 150-199mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050701	20050701		N
Q9960	00100	3	"HIGH OSMOLAR CONTRAST MATERIAL, 200-249 MG/ML IODINE CONCENTRATION, PER ML"	"HOCM 200-249mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050701	20050701		N
Q9961	00100	3	"HIGH OSMOLAR CONTRAST MATERIAL, 250-299 MG/ML IODINE CONCENTRATION, PER ML"	"HOCM 250-299mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050701	20050701		N
Q9962	00100	3	"HIGH OSMOLAR CONTRAST MATERIAL, 300-349 MG/ML IODINE CONCENTRATION, PER ML"	"HOCM 300-349mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050701	20050701		N
Q9963	00100	3	"HIGH OSMOLAR CONTRAST MATERIAL, 350-399 MG/ML IODINE CONCENTRATION, PER ML"	"HOCM 350-399mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20050701	20050701		N
Q9964	00100	3	"HIGH OSMOLAR CONTRAST MATERIAL, 400 OR GREATER MG/ML IODINE CONCENTRATION, PER"	"HOCM>= 400mg/ml iodine, 1ml"	51				A				15022																	D							I1E		4					  0	20050701	20050701		N
Q9964	00200	4	ML																																													
Q9965	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 100-199 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 100-199mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20080101	20080101		N
Q9966	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 200-299 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 200-299mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20080101	20080101		N
Q9967	00100	3	"LOW OSMOLAR CONTRAST MATERIAL, 300-399 MG/ML IODINE CONCENTRATION, PER ML"	"LOCM 300-399mg/ml iodine,1ml"	51				A				15022																	D							I1E		4					  0	20080101	20080101		N
Q9968	00100	3	"INJECTION, NON-RADIOACTIVE, NON-CONTRAST, VISUALIZATION ADJUNCT (E.G.,"	Visualization adjunct	51				A																					C	YY	20100101					I1E		4					  0	20100101	20100101		A
Q9968	00200	4	"METHYLENE BLUE, ISOSULFAN BLUE), 1 MG"																																													
R0070	00100	3	TRANSPORTATION OF PORTABLE X-RAY EQUIPMENT AND PERSONNEL TO HOME OR NURSING	Transport portable x-ray	13				A				2070.4	5244.B																D							I1F		4					  0	19820101	19980101		N
R0070	00200	4	"HOME, PER TRIP TO FACILITY OR LOCATION, ONE PATIENT SEEN"																																													
R0075	00100	3	TRANSPORTATION OF PORTABLE X-RAY EQUIPMENT AND PERSONNEL TO HOME OR NURSING	Transport port x-ray multipl	13				A				2070.4	5244.B																D							I1F		4					  0	19860101	19980101		N
R0075	00200	4	"HOME, PER TRIP TO FACILITY OR LOCATION, MORE THAN ONE PATIENT SEEN"																																													
R0076	00100	3	"TRANSPORTATION OF PORTABLE EKG TO FACILITY OR LOCATION, PER PATIENT"	Transport portable EKG	13				A	50-15			2070.1	2070.4																D						0061	I1F		5					  0	19840101	19980101		N
S0012	00100	3	"BUTORPHANOL TARTRATE, NASAL SPRAY, 25 MG"	"Butorphanol tartrate, nasal"	00				9																					I						0088	Z2		1					  0	20000101	20000101		N
S0014	00100	3	"TACRINE HYDROCHLORIDE, 10 MG"	"Tacrine hydrochloride, 10 mg"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0017	00100	3	"INJECTION, AMINOCAPROIC ACID, 5 GRAMS"	"Injection, aminocaproic acid"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0020	00100	3	"INJECTION, BUPIVICAINE HYDROCHLORIDE, 30 ML"	"Injection, bupivicaine hydro"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0021	00100	3	"INJECTION, CEFOPERAZONE SODIUM, 1 GRAM"	"Injection, cefoperazone sod"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0023	00100	3	"INJECTION, CIMETIDINE HYDROCHLORIDE, 300 MG"	"Injection, cimetidine hydroc"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0028	00100	3	"INJECTION, FAMOTIDINE, 20 MG"	"Injection, famotidine, 20 mg"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0030	00100	3	"INJECTION, METRONIDAZOLE, 500 MG"	"Injection, metronidazole"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0032	00100	3	"INJECTION, NAFCILLIN SODIUM, 2 GRAMS"	"Injection, nafcillin sodium"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0034	00100	3	"INJECTION, OFLOXACIN, 400 MG"	"Injection, ofloxacin, 400 mg"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0039	00100	3	"INJECTION, SULFAMETHOXAZOLE AND TRIMETHOPRIM, 10 ML"	"Injection, sulfamethoxazole"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0040	00100	3	"INJECTION, TICARCILLIN DISODIUM AND CLAVULANATE POTASSIUM, 3.1 GRAMS"	"Injection, ticarcillin disod"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0073	00100	3	"INJECTION, AZTREONAM, 500 MG"	"Injection, aztreonam, 500 mg"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0074	00100	3	"INJECTION, CEFOTETAN DISODIUM, 500 MG"	"Injection, cefotetan disodiu"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0077	00100	3	"INJECTION, CLINDAMYCIN PHOSPHATE, 300 MG"	"Injection, clindamycin phosp"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0078	00100	3	"INJECTION, FOSPHENYTOIN SODIUM, 750 MG"	"Injection, fosphenytoin sodi"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0080	00100	3	"INJECTION, PENTAMIDINE ISETHIONATE, 300 MG"	"Injection, pentamidine iseth"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0081	00100	3	"INJECTION, PIPERACILLIN SODIUM, 500 MG"	"Injection, piperacillin sodi"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0088	00100	3	"IMATINIB, 100 MG"	Imatinib 100 mg	00				9																					I						0088	Z2		9					  0	20020101	20081001		N
S0090	00100	3	"SILDENAFIL CITRATE, 25 MG"	"Sildenafil citrate, 25 mg"	00				9																					I						0088	Z2		1	P				  0	20000101	20000101		N
S0091	00100	3	"GRANISETRON HYDROCHLORIDE, 1MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE"	Granisetron 1mg	00				9																					I						0088	Z2		9					  0	20020101	20010701		N
S0091	00200	4	"STATUTE, USE Q0166)"																																													
S0092	00100	3	"INJECTION, HYDROMORPHONE HYDROCHLORIDE, 250 MG (LOADING DOSE FOR INFUSION PUMP)"	Hydromorphone 250 mg	00				9																					I						0088	Z2		9					  0	20020101	20010701		N
S0093	00100	3	"INJECTION, MORPHINE SULFATE, 500 MG (LOADING DOSE FOR INFUSION PUMP)"	Morphine 500 mg	00				9																					I						0088	Z2		9					  0	20020101	20010701		N
S0104	00100	3	"ZIDOVUDINE, ORAL, 100 MG"	"Zidovudine, oral, 100 mg"	00				9																					I							Z2		1					  0	20021001	20021001		N
S0106	00100	3	"BUPROPION HCL SUSTAINED RELEASE TABLET, 150 MG, PER BOTTLE OF 60 TABLETS"	Bupropion HCL SR 60 tablets	00				9																					I							Z2		9					  0	20020401	20020401		N
S0108	00100	3	"MERCAPTOPURINE, ORAL, 50 MG"	Mercaptopurine 50 mg	00				9																					I							Z2		9					  0	20020401	20020401		N
S0109	00100	3	"METHADONE, ORAL, 5 MG"	Methadone oral 5mg	00				9																					I							Z2		9					  0	20041001	20041001		N
S0117	00100	3	"TRETINOIN, TOPICAL, 5 GRAMS"	Tretinoin topical 5 g	00				9																					I							Z2		9					  0	20040701	20040701		N
S0122	00100	3	"INJECTION, MENOTROPINS, 75 IU"	Inj menotropins 75 iu	00				9																					I							Z2		1	P				  0	20020401	20020401		N
S0126	00100	3	"INJECTION, FOLLITROPIN ALFA, 75 IU"	Inj follitropin alfa 75 iu	00				9																					I							Z2		1	P				  0	20020401	20020401		N
S0128	00100	3	"INJECTION, FOLLITROPIN BETA, 75 IU"	Inj follitropin beta 75 iu	00				9																					I							Z2		1	P				  0	20020401	20020401		N
S0132	00100	3	"INJECTION, GANIRELIX ACETATE, 250 MCG"	Inj ganirelix acetat 250 mcg	00				9																					I							Z2		1	P				  0	20020401	20020401		N
S0136	00100	3	"CLOZAPINE, 25 MG"	"Clozapine, 25 mg"	00				9																					I							Z2		9					  0	20030401	20030401		N
S0137	00100	3	"DIDANOSINE (DDI), 25 MG"	"Didanosine, 25 mg"	00				9																					I							Z2		9					  0	20030401	20030401		N
S0138	00100	3	"FINASTERIDE, 5 MG"	"Finasteride, 5 mg"	00				9																					I							Z2		9					  0	20030401	20030401		N
S0139	00100	3	"MINOXIDIL, 10 MG"	"Minoxidil, 10 mg"	00				9																					I							Z2		9					  0	20030401	20030401		N
S0140	00100	3	"SAQUINAVIR, 200 MG"	"Saquinavir, 200 mg"	00				9																					I							Z2		9					  0	20030401	20030401		N
S0141	00100	3	"ZALCITABINE (DDC), 0.375 MG"	"Zalcitabine, 0.375 mg"	00				9																					I							Z2		9					  0	20030401	20081001	20080930	N
S0142	00100	3	"COLISTIMETHATE SODIUM, INHALATION SOLUTION ADMINISTERED THROUGH DME,"	Colistimethate inh sol mg	00				9																					I							Z2		9					  0	20050401	20050401		N
S0142	00200	4	"CONCENTRATED FORM, PER MG"																																													
S0143	00100	3	"AZTREONAM, INHALATION SOLUTION ADMINISTERED THROUGH DME, CONCENTRATED FORM, PER"	"Aztreonam, inh sol gram"	00				9																					I							Z2		9					  0	20050401	20090101	20081231	N
S0143	00200	4	GRAM																																													
S0145	00100	3	"INJECTION, PEGYLATED INTERFERON ALFA-2A, 180 MCG PER ML"	Peg interferon alfa-2A/180	00				9																					I							Z2		9					  0	20050701	20050701		N
S0146	00100	3	"INJECTION, PEGYLATED INTERFERON ALFA-2B, 10 MCG PER 0.5 ML"	Peg interferon alfa-2b/10	00				9																					I							Z2		9					  0	20050701	20101001	20100930	D
S0147	00100	3	"INJECTION, ALGLUCOSIDASE ALFA, 20 MG"	Alglucosidase alfa 20 mg	00				9																					I							Z2		9					  0	20061001	20080101	20071231	N
S0148	00100	3	"INJECTION, PEGYLATED INTERFERON ALFA-2B, 10 MCG"	Peg interferon alfa-2b/10	00				9																					I							Z2		9					  0	20101001	20101001		A
S0155	00100	3	"STERILE DILUTANT FOR EPOPROSTENOL, 50ML"	Epoprostenol dilutant	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0156	00100	3	"EXEMESTANE, 25 MG"	"Exemestane, 25 mg"	00				9																					I						0088	Z2		9					  0	20010101	20010101		N
S0157	00100	3	"BECAPLERMIN GEL 0.01%, 0.5 GM"	"Becaplermin gel 1%, 0.5 gm"	00				9																					I						0088	Z2		9					  0	20010101	20010101		N
S0160	00100	3	"DEXTROAMPHETAMINE SULFATE, 5 MG"	Dextroamphetamine	00				9																					I							Z2		9					  0	20040401	20040401		N
S0161	00100	3	"CALCITROL, 0.25 MG"	Calcitrol	00				9																					I							Z2		9					  0	20040401	20101001	20100930	D
S0162	00100	3	"INJECTION, EFALIZUMAB, 125 MG"	Injection efalizumab	00				9																					I							Z2		9					  0	20040401	20091001	20090930	D
S0164	00100	3	"INJECTION, PANTOPRAZOLE SODIUM, 40 MG"	Injection pantroprazole	00				9																					I							Z2		9					  0	20040401	20040401		N
S0166	00100	3	"INJECTION, OLANZAPINE, 2.5 MG"	Inj olanzapine 2.5mg	00				9																					I							Z2		9					  0	20041001	20041001		N
S0167	00100	3	"INJECTION, APOMORPHINE HYDROCHLORIDE, 1 MG"	Inj apomorphine HCl 1mg	00				9																					I							Z2		9					  0	20041001	20070401	20070331	N
S0169	00100	3	"CALCITROL, 0.25 MICROGRAM"	Calcitrol	00				9																					I							Z2		9					  0	20101001	20101001		A
S0170	00100	3	"ANASTROZOLE, ORAL, 1MG"	Anastrozole 1 mg	00				9																					I						0088	Z2		1	P				  0	20020101	20020101		N
S0171	00100	3	"INJECTION, BUMETANIDE, 0.5MG"	Bumetanide 0.5 mg	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0172	00100	3	"CHLORAMBUCIL, ORAL, 2MG"	Chlorambucil 2 mg	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0174	00100	3	"DOLASETRON MESYLATE, ORAL 50MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE"	Dolasetron 50 mg	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0174	00200	4	"STATUTE, USE Q0180)"																																													
S0175	00100	3	"FLUTAMIDE, ORAL, 125MG"	Flutamide 125 mg	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0176	00100	3	"HYDROXYUREA, ORAL, 500MG"	Hydroxyurea 500 mg	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0177	00100	3	"LEVAMISOLE HYDROCHLORIDE, ORAL, 50MG"	Levamisole 50 mg	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0178	00100	3	"LOMUSTINE, ORAL, 10MG"	Lomustine 10 mg	00				9																					I						0088	Z2		9					  0	20020101	20020101		N
S0179	00100	3	"MEGESTROL ACETATE, ORAL, 20MG"	Megestrol 20 mg	00				9																					I						0088	Z2		1	P				  0	20020101	20020101		N
