Common name	syn_list
CHICORY LEAF	['CHICORY GREENS, RAW', 'CHICORY GREENS,RAW', 'CHICORY LEAF EXTRACT', 'CICHORII HERBA', 'CICHORIUM INTYBUS (CHICORY) LEAF EXTRACT', 'CICHORIUM INTYBUS LEAF', 'CICHORIUM INTYBUS LEAF EXTRACT', 'JU JU', 'RADICCHIO', 'RADICCHIO, RAW', 'RADICCHIO,RAW']
PALM OIL	['AFRICAN OIL PALM FRUIT OIL', 'AFRICAN PALM OIL', 'ELAEIS GUINEENSIS (PALM) OIL', 'ELAEIS GUINEENSIS FRUIT OIL', 'ELAEIS GUINEENSIS OIL', 'OIL PALM', 'OIL, PALM', 'OIL,PALM', 'PALM OIL (FROM FRUIT)', 'PALM OIL (UNHYDROGENATED)']
CAMPHOR LEAF OIL	['CAMPHOR LAUREL LEAF OIL', 'CAMPHOR LEAF VOLATILE OIL', 'CAMPHOR OIL FORMOSAN HO-SHO LEAVES', 'CAMPHOR OIL, FORMOSAN HO-SHO, LEAVES', 'CAMPHOR TREE LEAF OIL', 'CAMPHORA CAMPHORA LEAF OIL', 'CAMPHORTREE LEAF OIL', 'CINNAMOMUM CAMPHORA (CAMPHOR) LEAF OIL', 'CINNAMOMUM CAMPHORA LEAF OIL', 'LAURUS CAMPHORA LEAF OIL']
ZANTHOXYLUM CLAVA-HERCULIS BARK	"[""HERCULE'S CLUB (ZANTHOXYLUM CLAVA-HERCULIS) BARK"", 'HERCULES-CLUB PRICKLYASH BARK', ""HERCULES' CLUB (ZANTHOXYLUM CLAVA-HERCULIS) BARK"", 'PEPPERWOOD BARK', 'SOUTHERN PRICKY ASK BARK', 'ZANTHOXYLUM MACROPHYLLUM BARK']"
INFLUENZA A VIRUS	['FLUAV', 'INFLUENZA A VIRUS WHOLE', 'INFLUENZA VIRUS TYPE A']
INFLUENZA B VIRUS	['FLUBV', 'INFLUENZA B VIRUS WHOLE', 'INFLUENZA VIRUS TYPE B', 'INFLUENZAVIRUS B INFLUENZA B VIRUS WHOLE', 'INFLUENZAVIRUS B: INFLUENZA B VIRUS', 'INFLUENZAVIRUS B: INFLUENZA B VIRUS WHOLE']
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1)-LIKE HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)	['INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)']
BORDETELLA PERTUSSIS TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)	['BORDETELLA PERTUSSIS TOXOID ANTIGEN, C']
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1) LIVE (ATTENUATED) ANTIGEN	['INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1) LIVE(ATTENUATED) ANTIGEN', 'INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1) LIVE(ATTENUATED) ANTIGEN']
INFLUENZA A VIRUS A/VICTORIA/361/2011 (H3N2) LIVE (ATTENUATED) ANTIGEN	['INFLUENZA A VIRUS A/VICTORIA/361/2011 (H3N2) LIVE(ATTENUATED) ANTIGEN']
INFLUENZA B VIRUS B/WISCONSIN/1/2010 LIVE (ATTENUATED) ANTIGEN	['INFLUENZA B VIRUS B/WISCONSIN/1/2010 LIVE(ATTENUATED) ANTIGEN']
INFLUENZA A VIRUS A/TEXAS/50/2012 X-223A (H3N2) HEMAGGLUTININ ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)	['INFLUENZA A VIRUS A/TEXAS/50/2012 NYMC X-223A (H3N2) HEMAGGLUTININ ANTIGEN (MDCK CELL DERIVED, PROPIOLACTONE INACTIVATED)']
INFLUENZA B VIRUS B/MASSACHUSETTS/2/2012 BX-51B HEMAGGLUTININ ANTIGEN (PROPIOLACTONE INACTIVATED)	['INFLUENZA B VIRUS B/MASSACHUSETTS/2/2012 NYMC BX-51B HEMAGGLUTININ ANTIGEN (PROPIOLACTONE INACTIVATED)']
INFLUENZA A VIRUS A/SWITZERLAND/9715293/2013 NIB-88 (H3N2) HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)	['INFLUENZA A VIRUS A/SWITZERLAND/9715293/2013 NIB-88 (H3N2) HEMMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED)']
HUMAN ADENOVIRUS E SEROTYPE 4 STRAIN CL-68578 ANTIGEN	['ADENOVIRUS TYPE 4 STRAIN CL-68578', 'ADENOVIRUS TYPE 4 VACCINE LIVE', 'ADENOVIRUS VACCINE, LIVE, ORAL, TYPE 4', 'HUMAN ADENOVIRUS E SEROTYPE 4 STRAIN CL-68578', 'HUMAN ADENOVIRUS SEROTYPE 4 STRAIN CL-68578', 'HUMAN ADENOVIRUS SEROTYPE 4 VACCINE STRAIN CL-68578', 'MASTADENOVIRUS HUMAN ADENOVIRUS B TYPE 4 STRAIN CL-68578']
HUMAN ADENOVIRUS B SEROTYPE 7	['HUMAN ADENOVIRUS B SEROTYPE 7 STRAIN 55142']
VIBRIO CHOLERAE CVD 103-HGR STRAIN LIVE ANTIGEN	['CHOLERA VACCINE', 'CHOLERA VACCINE LIVE ORAL', 'CHOLERA VACCINE, LIVE, ORAL']
INFLUENZA A VIRUS A/CALIFORNIA/7/2009 (H1N1)-LIKE ANTIGEN (PROPIOLACTONE INACTIVATED)	['INFLUENZA A VIRUS A/CALIFORNIA/7/2009(H1N1)-LIKE ANTIGEN (PROPIOLACTONE INACTIVATED)']
INFLUENZA A VIRUS A/SOUTH DAKOTA/6/2007 (H1N1) LIVE (ATTENUATED) ANTIGEN	['INFLUENZA A VIRUS A/SOUTH DAKOTA/6/2007 (H1N1) LIVE(ATTENUATED) ANTIGEN', 'INFLUENZA A VIRUS A/SOUTH DAKOTA/6/2007(H1N1) LIVE(ATTENUATED) ANTIGEN', 'INFLUENZA A VIRUS H1N1 LIVE ANTIGEN, A']
INFLUENZA A VIRUS A/URUGUAY/716/2007(H3N2) LIVE (ATTENUATED) ANTIGEN	['INFLUENZA A VIRUS A/URUGUAY/716/2007(H3N2) LIVE(ATTENUATED) ANTIGEN', 'INFLUENZA A VIRUS H3N2 LIVE ANTIGEN, A']
INFLUENZA A VIRUS A/PERTH/16/2009 (H3N2) LIVE (ATTENUATED) ANTIGEN	['INFLUENZA A VIRUS A/PERTH/16/2009 (H3N2) LIVE(ATTENUATED) ANTIGEN']
INFLUENZA B VIRUS B/MASSACHUSETTS/2/2012 BX-51B ANTIGEN (FORMALDEHYDE INACTIVATED)	['INFLUENZA B VIRUS B/MASSACHUSETTS/2/2012 NYMC BX-51B ANTIGEN (FORMALDEHYDE INACTIVATED)']
INSULIN-LIKE GROWTH FACTOR II	['CG-IGF2', 'HUMAN INSULIN-LIKE GROWTH FACTOR II', 'HUMAN OLIGOPEPTIDE-24', 'IGF-2', 'IGF-II', 'INSULIN-LIKE GROWTH FACTOR 2', 'INSULIN-LIKE GROWTH FACTOR II (HUMAN)', 'INSULIN-LIKE GROWTH FACTOR-2', 'INSULIN-LIKE GROWTH FACTOR-II', 'MULTIPLICATION-STIMULATING ACTIVITY III-2', 'RH-OLIGOPEPTIDE-8', 'RH-POLYPEPTIDE-31', 'SH-POLYPEPTIDE-31']
BEROCTOCOG ALFA	['FACTOR VIII', 'HUMAN ANTIHEMOPHILIC FACTOR/VON WILLEBRAND FACTOR COMPLEX', 'HUMAN COAGULATION FACTOR VIII/VON WILLEBRAND FACTOR COMPLEX', 'OCTANATE']
SORBITAN	['1,4-SORBITAN']
L-LACTIC ACID	['(+)-LACTIC ACID', '(S)-(+)-LACTIC ACID', '(S)-2-HYDROXYPROPANOIC ACID', '(S)-2-HYDROXYPROPIONIC ACID', '(S)-LACTIC ACID', 'L-(+)-LACTIC ACID', 'L-(+)-Α-HYDROXYPROPIONIC ACID', 'L-MILCHSÄURE']
DL-ALPHA-TOCOPHEROL	['(+)-ALPHA-TOCOPHEROL', '(±)-Α-TOCOPHEROL', 'ALL-RAC-ALPHA-TOCOPHEROL', 'DL-5,7,8-TRIMETHYLTOCOL', 'DL-ALPHA TOCOPHEROL', 'DL-Α-TOCOPHEROL', 'VITAMIN E DL-ALPHA']
DL-ALPHA TOCOPHERYL ACETATE	['ALL-RAC-ALFA-TOCOPHERYL ACETATE', 'ALL-RAC-ALPHA-TOCOPHERYL ACETATE', 'DL-ALPHA-TOCOPHERYL ACETATE']
POVIDONE K30	['1-VINYLPYRROLIDIN-2-ONE HOMOPOLYMER', 'PLASDONE K29-32', 'PLASDONE K29/32', 'POLYVINYLPYRROLIDONE K 30', 'POLYVINYLPYRROLIDONE K-29/32', 'POLYVINYLPYRROLIDONE K30', 'POVIDONE K29-32', 'POVIDONE K29/32', 'PVP K-30', 'PVP K30', 'PVP-K 30']
ACETYLCYSTEINE ZINC	['N-ACETYL-L-CYSTEINE ZINC SALT', 'ZINC ACETYLCYSTEINE']
ACETYLCYSTEINE AMIDE	['N-ACETYL CYSTEINE AMIDE', 'N-ACETYL-CYSTEINE-AMIDE', 'N-ACETYL-L-CYSTEINAMIDE', 'N-ACETYL-L-CYSTEINE AMIDE', 'N-ACETYLCYSTEINAMIDE', 'N-ACETYLCYSTEINE AMIDE', 'NAC AMIDE', 'NACA']
CALCIUM PHOSPHATE DIHYDRATE	['CALCIUM MONOHYDROGEN PHOSPHATE DIHYDRATE', 'CALCIUM PHOSPHATE DIBASIC, HYDROUS', 'CALCIUM PHOSPHATE DIHYDRATE, DIBASIC', 'CALCIUM PHOSPHATE, DIBASIC, DIHYDRATE', 'CALCIUM PHOSPHATE, DIBASIC, HYDROUS', 'D.C.P.', 'DIBASIC CALCIUM PHOSPHATE DIHYDRATE', 'DIBASIC CALCIUM PHOSPHATE HYDRATE', 'DICALCIUM PHOSPHATE DIHYDRATE']
SODIUM ASCORBATE	['ASCORBATO SÓDICO', 'ASCORBIC ACID SODIUM SALT', 'L-ASCORBIC ACID SODIUM SALT', 'L-ASCORBIC ACID, MONOSODIUM SALT', 'MONOSODIUM L-ASCORBATE', 'SODIUM ASCORBATE', 'SODIUM L-ASCORBATE', 'VITAMIN C SODIUM', 'VITAMIN C, SODIUM SALT']
CALCIUM ASCORBATE	['ASCORBIC ACID CALCIUM SALT', 'CALCIUM ASCORBATE', 'CALCIUM ASCORBATE ANHYDROUS', 'CALCIUM DIASCORBATE', 'L-ASCORBIC ACID, CALCIUM SALT (2:1)']
MAGNESIUM ASCORBATE	['ASCORBIC ACID, MAGNESIUM SALT', 'L(+)-ASCORBIC ACID MAGNESIUM SALT', 'VITAMIN C MAGNESIUM SALT']
ZINC ASCORBATE	['(-)-ASCORBIC ACID, ZINC SALT', 'L-ASCORBIC ACID, ZINC SALT', 'L-ASCORBIC ACID, ZINC SALT (2:1)']
NIACINAMIDE ASCORBATE	['ASCORBIC ACID NICOTINAMIDE COMPLEX', 'NIACINAMIDE ASCORBATE', 'NICOTINAMIDE-ASCORBIC ACID COMPLEX']
ZINC ACETATE	['ACETIC ACID, ZINC SALT', 'DICARBOMETHOXYZINC', 'ZINC ACETATE ANHYDROUS', 'ZINC ACETATO', 'ZINC DIACETATE', 'ZINC(II) ACETATE']
FERROUS GLUCONATE	['D-GLUCONIC ACID, IRON(2+) SALT (2:1)', 'FERRIC GLUCONATE', 'FERROUS GLUCONATE ANHYDROUS', 'IRON(2+) GLUCONATE (1:2)', 'IRON(II) GLUCONATE, ANHYDROUS']
FERROUS SUCCINATE	['IRON SUCCINATE']
FERROUS ASCORBATE	['FERROUS CEVITAMATE', 'IRON(2+) L-ASCORBATE', 'L-ASCORBIC ACID, IRON COMPLEX']
FERROUS FUMARATE	['IRON(2+) FUMARATE']
ZINC GLYCINATE	['ZINC BISGLYCINATE', 'ZINC(II) GLYCINATE']
ZINC CARBONATE	['BASIC ZINC CARBONATE', 'ZINC CARBONATE', 'ZINC CARBONATE, BASIC', 'ZINC SUBCARBONATE']
MANGANESE CITRATE	['MANGANESE CITRATE ANHYDROUS', 'TRIMANGANESE DICITRATE']
SODIUM MOLYBDATE	['ANHYDRIC SODIUM MOLYBDATE', 'MOLYBDENUM (AS SODIUM)', 'SODIUM MOLYBDATE (ANHYDROUS)', 'SODIUM MOLYBDATE(VI)', 'SODIUM MOLYBDENUM OXIDE']
CALCIUM MAGNESIUM POTASSIUM CARBONATE CHLORIDE HYDROXIDE	['ALKA4-COMPLEX']
POTASSIUM SULFATE	['DIPOTASSIUM SULFATE', 'POTASIO SULFATO', 'POTASSIUM (AS SULFATE)', 'POTASSIUM SULFATE', 'POTASSIUM SULPHATE', 'SULFATO POTASIO', 'SULFURIC ACID, DIPOTASSIUM SALT']
POTASSIUM	['K', 'KALIUM', 'POTASIO', 'POTASSIUM METAL', 'POTASSIUM, ELEMENTAL', 'POTASSIUM, METAL']
FERROUS GLYCINE SULFATE	['FERROUS (II) GLYCINE SULPHATE COMPLEX', 'FERROUS GLYCINE SULPHATE', 'IRON(II) GLYCINE SULFATE']
SODIUM PHOSPHATE, DIBASIC	['DIBASIC SODIUM PHOSPHATE ANHYDROUS', 'DIBASIC SODIUM PHOSPHATE, ANHYDROUS', 'DISODIUM ACID PHOSPHATE', 'DISODIUM HYDROGEN MONOPHOSPHATE', 'DISODIUM HYDROGEN PHOSPHATE', 'DISODIUM HYDROGEN PHOSPHATE, ANHYDROUS', 'DISODIUM HYDROGENPHOSPHATE', 'DISODIUM PHOSPHATE', 'PHOSPHORIC ACID, DISODIUM SALT, ANHYDROUS', 'PHOSPHORIC ACID, SODIUM SALT (1:2)', 'SODIUM PHOSPHATE DIBASIC', 'SODIUM PHOSPHATE, DIBASIC', 'SODIUM PHOSPHATE, DIBASIC (ANHYDROUS)', 'SODIUM PHOSPHATE, DIBASIC ANHYDROUS', 'SODIUM PHOSPHATE, DIBASIC, ANHYDROUS', 'SODIUM PHOSPHATE,DIBASIC,ANHYDROUS']
SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED FORM	['SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED']
SODIUM BORATE	['BORAX', 'SODIUM BORATE ANHYDROUS']
LITHIUM HYDROXIDE	['LITHIUM HYDRATE', 'LITHIUM HYDROXIDE ANHYDROUS', 'LITHIUMHYDROXID']
LITHIUM CITRATE	['ANHYDROUS LITHIUM CITRATE', 'CITRIC ACID, TRILITHIUM SALT', 'LITHIUM CITRATE (ANHYDROUS)', 'TRILITHIUM CITRATE']
LITHIUM SUCCINATE	['BUTANEDIOIC ACID, DILITHIUM SALT', 'DILITHIUM SUCCINATE', 'LITHIUM SUCCINATE DIBASIC', 'LITHIUM SUCCINATE, DIBASIC', 'SUCCINIC ACID DILITHIUM SALT', 'SUCCINIC ACID, DILITHIUM SALT']
LITHIUM CARBONATE	['CARBONIC ACID, DILITHIUM SALT', 'DILITHIUM CARBONATE', 'LITHII CARBONAS', 'LITHIUM CARBONATE', 'LITHONATE']
FERROUS CATION	['FE2+', 'FERROUS ION', 'IRON, ION (FE2+)', 'IRON(2+)', 'IRON(2+) ION', 'IRON(II) ION']
ACETATE	['ACETATE', 'ACETATE ANION', 'ACETATE ION', 'ACETATE ION (1-)', 'ACETIC ACID ANION', 'ACETIC ACID, ION(1-)', 'ACETOXY ION', 'AZETAT']
MOMETASONE FUROATE	['MOMETASONE FUROATE', 'MOMETASONE FUROATE ANHYDROUS']
MAGNESIUM	['MAGNESIO', 'MAGNÉSIUM', 'MAGNESIUM METALLICUM', 'MAGNESIUM POWDER', 'MG']
MAGNESIUM LEVULINATE	['MAGNESIUM DIASPORAL']
MAGNESIUM LACTATE	['MAGNESIUM DL-LACTATE', 'MAGNESIUM LACTATE ANHYDROUS', 'MAGNESIUM LACTATE, ANHYDROUS']
SODIUM CATION	['SODIUM (ION)', 'SODIUM ION', 'SODIUM(1+)']
ALUMINIUM PHOSPHATE	['ALUMINUM PHOSPHATE']
ALUMINUM CATION	['ALUMINIUM, ION (AL3+)', 'ALUMINUM(3+)', 'ALUMINUM(III)', 'ALUMINUM(III) ION', 'ALUMUNUM ION']
TETRAFERRIC TRICITRATE DECAHYDRATE	['FERRIC CITRATE', 'FERRIC CITRATE HYDRATE']
SILVER CATION	['SILVER, ION (AG1+)']
HYDROXIDE ION	['HYDROXIDE', 'OXIDANIDE']
PHOSPHATE ION	['ORTHOPHOSPHATE', 'PHOSPHATE']
GALLIUM CATION	['GA3+', 'GALLIUM (GA3+)', 'GALLIUM ION(3+)', 'GALLIUM, ION (GA3+)', 'GALLIUM(3+) CATION', 'GALLIUM(III) CATION']
CHROMIC CATION	['CHROMIC ION', 'CHROMIUM (3+)', 'CHROMIUM CATION (3+)', 'CHROMIUM CATION (CR3+)', 'CHROMIUM ION (3+)', 'CHROMIUM, ION (CR3+)', 'CHROMIUM(III)', 'CHROMIUM(III) CATION', 'CHROMIUM(III) ION', 'CR3+']
CHROMIUM NICOTINATE	['CHROMIUM(III) NICOTINATE']
CARBONATE ION	['CARBONATE']
ZINC CATION	['ZINC ION', 'ZINC ION(2+)', 'ZINC, ION (ZN2+)', 'ZINC(2+)', 'ZINC(II)']
GOLD CATION (1+)	['AU+', 'AU1+', 'GOLD (AU1+)', 'GOLD ION(1+)', 'GOLD, ION (AU1+)', 'GOLD(1+)', 'GOLD(1+) ION']
INDIUM CATION IN-111	['INDIUM (111IN) CATION', 'INDIUM CATION IN 111', 'INDIUM CATION IN-111 (3+)', 'INDIUM IN-111 CATION', 'INDIUM-111 CATION', 'INDIUM, ION (IN3+) IN-111']
STRONTIUM CATION SR-89	['STRONTIUM (89SR) CATION', 'STRONTIUM SR-89 CATION', 'STRONTIUM-89']
HYDROCORTISONE ACETATE	['21-O-ACETYLCORTISOL', 'CORTISOL 21-ACETATE', 'HYDROCORTISONE 21-ACETATE']
HYDROCORTISONE BUTYRATE	['11Β,21-DIHYDROXY-17Α-BUTYRYLOXY-4-PREGNENE-3,20-DIONE', '17-O-BUTYRYLCORTISOL', 'CORTISOL 17-BUTYRATE', 'H-17-B', 'HYDROCORTISONE BUTYRATE', 'HYDROCORTISONE-17ALPHA-BUTYRATE']
HYDROCORTISONE CYPIONATE	['CORTISOL 21-CYCLOPENTANEPROPIONATE', 'HYDROCORTISONE CIPIONATE']
HYDROCORTISONE PHOSPHATE	['CORTISOL 21-PHOSPHATE', 'HYDROCORTISONE 21-PHOSPHATE']
HYDROCORTISONE PROBUTATE	['HYDROCORTISONE BUTEPRATE', 'HYDROCORTISONE BUTYRATE PROPIONATE', 'HYDROCORTISONE PROBUTATE']
HYDROCORTISONE VALERATE	['CORTISOL 17-VALERATE', 'HYDROCORTISONE 17-VALERATE', 'HYDROCORTISONE VALERATE']
HYDROCORTISONE SUCCINATE	['CORTISOL 21-(HYDROGEN SUCCINATE)', 'CORTISOL SUCCINATE', 'HYDROCORTISONE HEMISUCCINATE ANHYDROUS', 'HYDROCORTISONE HYDROGEN SUCCINATE', 'HYDROXYCORTISONE SUCCINATE']
SULFATE ION	['SULFATE', 'SULFATE DIANION', 'SULFATE(2-)', 'SULFURIC ACID ION(2-)']
CHLORIDE ION	['CHLORIDE', 'CHLORIDE (ION)', 'CHLORIDE IONS', 'CHLORIDE(1-)', 'CHLORINE ANION']
ZINC SULFATE, UNSPECIFIED FORM	['ZINC SULFATE, UNSPECIFIED', 'ZINC SULFATE, UNSPECIFIED HYDRATE']
GALLIUM CATION GA-67	['GALLIUM (67GA)CATION', 'GALLIUM CATION GA 67', 'GALLIUM GA-67 CATION']
GALLIUM CHLORIDE GA-67	['GALLIUM (67GA) CHLORIDE', 'GALLIUM (GA-67) CHLORIDE', 'GALLIUM CHLORIDE GA 67', 'GALLIUM CHLORIDE, GA-67', 'GALLIUM CHLORIDE,GA-67']
PHOSPHORUS P-32	['P-32', 'PHOSPHORUS-32', 'PHOSPHORUS, P-32']
CUPRIC CATION	['COPPER ION (CU++)', 'COPPER IONS', 'COPPER(2+)', 'COPPER(2+)IONS', 'CUPRIC ION']
BORATE ION	['PYROBORATE', 'TETRABORATE', 'TETRABORATE ION']
DOTATATE	['DOTA-OCTREOTATE', 'DOTA-TATE', 'OXODOTREOTIDE']
URSADIOL	['COFLODIOL']
PERACETIC ACID	['ACIDE PERACETIQUE', 'ACIDO PEROXIACETICO', 'ETHANEPEROXIC ACID', 'ETHANEPEROXOIC ACID', 'PAA', 'PEROXOACETIC ACID', 'PEROXYACETIC ACID']
ETHYLHEXYLGLYCERIN	['3-(2-ETHYLHEXYLOXY)PROPANE-1,2-DIOL', 'OCTOXYGLYCERIN']
ANDEXANET ALFA	['R-ANTIDOTE', 'RFXA INHIBITOR ANTIDOTE']
MAGNOLIA KOBUS BARK	['BUERGERIA OBOVATA BARK', 'KOBUSHI MAGNOLIA BARK', 'MAGNOLIA BOREALIS BARK', 'MAGNOLIA KOBUSHII BARK', 'MAGNOLIA PRAECOCOSSIMA BARK', 'MAGNOLIA PSEUDOKOBUS BARK', 'MAGNOLIA THURBERI BARK', 'MICHELIA GRACILIS BARK', 'TALAUMA OBOVATA BARK', 'YULANIA KOBUS BARK']
KALE	['BRASSICA OLERACEA SUBSP. ACEPHALA LOW FIBER CULTIVAR GROUP LEAF', 'BRASSICA OLERACEA VAR. ACEPHALA LOW FIBER CULTIVAR GROUP LEAF', 'BRASSICA OLERACEA VAR. VIRIDIS LOW FIBER CULTIVAR GROUP LEAF', 'KALE LEAF', 'KALE, RAW', 'KALE,RAW']
SOPHORA FLAVESCENS ROOT	['BITTER ROOT', 'DOGOL-EVS ROOT', 'KU SHEN', 'KUSHEN', 'LIGHTYELLOW SOPHORA ROOT', 'SHARGAL LIDER ROOT', 'SHRUBBY SOPHORA ROOT', 'SLE-TRES ROOT', 'SOFORA ZHELTOVATAYA ROOT', 'SOPHORA ANGUSTIFOLIA ROOT', 'SOPHORA ROOT', 'SOPHORAE FLAVESCENTIS RADIX', 'SOPHORAE RADIX']
LAVENDER OIL	['COMMON LAVENDER OIL', 'ENGLISH LAVENDER OIL', 'ESSENTIAL OIL OF LAVENDULA', 'LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL', 'LAVANDULA ANGUSTIFOLIA FLOWERING TOP OIL', 'LAVANDULA ANGUSTIFOLIA OIL', 'LAVANDULA ANGUSTIFOLIA SUBSP. ANGUSTIFOLIA FLOWERING TOP OIL', 'LAVANDULA DELPHINENSIS FLOWERING TOP OIL', 'LAVANDULA FRAGRANS FLOWERING TOP OIL', 'LAVANDULA MINOR FLOWERING TOP OIL', 'LAVANDULA OFFICINALIS FLOWERING TOP OIL', 'LAVANDULA OFFICINALIS OIL', 'LAVANDULA SPICA FLOWERING TOP OIL', 'LAVANDULA SPICA OIL', 'LAVANDULA VULGARIS FLOWERING TOP OIL', 'LAVENDER FLOWER OIL LITHUANIA', 'LAVENDER OIL BULGARIA', 'LAVENDER OIL EXTRACT', 'LAVENDER OIL FRANCE', 'LAVENDER OIL GREECE', 'LAVENDER OIL RUSSIA', 'LAVENDER VOLATILE OIL', 'OIL OF LAVENDER']
BROWN IRON OXIDE	['FERRIC CARBONATE, FERRIC HYDROXIDE, FERROUS HYDROXIDE (VARIABLE MIXTURE)', 'IRON CARBONATE, PRECIPITATED', 'IRON OXIDE, BROWN', 'IRON SUBCARBONATE']
IVOSIDENIB	['IVOSIDENIB']
TEDIZOLID	['TEDIZOLID', 'TOREZOLID']
HYDROXYPROGESTERONE	['17-HYDROXYPREGN-4-EN-3,20-DIONE', '17-HYDROXYPROGESTERONE', '17ALPHA-HYDROXYPROGESTERONE', '17Α-HYDROXYPROGESTERONE', 'DELTA(4)-PREGNENE-17ALPHA-OL-3,20-DIONE', 'HIDROXIPROGESTERONA', 'HYDROXYPROGESTERONE', 'HYDROXYPROGESTERONUM', 'PREGN-4-ENE-3,20-DIONE-17-OL']
RADIUM RA-223 CATION	['RADIUM-223 ION(2+)', 'RADIUM, ISOTOPE OF MASS 223 (223RA2+)']
BISMUTH CATION	['BISMUT(III)-ION', 'BISMUTH(3+)', 'BISMUTH(III) CATION', 'BISUMTH(3+) ION', 'WISMUT(III)-ION']
PHOSPHATE ION P-32	['PHOSPHATE-32', 'PHOSPHATE-32P']
COBALT	['COBALT', 'COBALT, ELEMENTAL', 'COBALTO', 'COBALTUM', 'KOBALT']
ESLICARBAZEPINE	['ESLICARBAZEPINA', 'S(+)-LISCARBAZEPINE']
THALLOUS CATION TL-201	['THALLIUM CATION TL-201', 'THALLIUM CATION TL-201 (1+)', 'THALLOUS ION TL-201']
CALCIUM CATION	['CALCIUM (2+)', 'CALCIUM IONS', 'CALCIUM(2+) ION', 'CALCIUM(2+)IONS']
GADOLINIUM CATION (3+)	['GADOLINIUM(3+)', 'GADOLINIUM(3+) ION', 'GADOLINIUM(III) CATION']
LANTHANUM III CATION	['LANTHANUM CATION (3+)', 'LANTHANUM CATION (LA3+)', 'LANTHANUM ION', 'LANTHANUM, ION (LA3+)', 'LANTHANUM(3+) ION', 'LANTHANUM(3+) IONS', 'LANTHANUM(III) CATION']
BAN-2401	['IMMUNOGLOBULIN G1, ANTI-(HUMAN BETA-AMYLOID PROTOFIBRIL) (HUMAN-MUS MUSCULUS MONOCLONAL BAN2401 HEAVY CHAIN), DISULFIDE WITH HUMAN-MUS MUSCULUS MONOCLONAL BAN2401 LIGHT CHAIN, DIMER']
SEGESTERONE ACETATE	['16-METHYLENE-17-ALPHA-ACETOXY-19-NOR-4-PREGNENE-3,20-DIONE', '17-HYDROXY-16-METHYLENE-19-NORPREGN-4-ENE-3,20-DIONE ACETATE', 'ELCOMETRINE', 'NESTORONE']
SEGESTERONE	['17-HYDROXY-16-METHYLENE-19-NORPREGN-4-ENE-3,20-DIONE', '17ALPHA-DEACETYL-NESTORONE', 'NESTORONE ALCOHOL']
PLANTAGO OVATA SEED	['BLOND PSYLLIUM', 'BLONDE PSYLLIUM', 'INDIAN PLANTAIN SEED', 'INDIAN PSYLLIUM', 'ISPAGHUL', 'ISPAGHULA', 'ISPAGHULA EXTRACT', 'ISPAGHULA HUSK', 'ISPAGHULA SEED', 'PLANTAGINIS OVATAE SEMEN', 'PLANTAGINIS OVATAE TESTA', 'PLANTAGO BRUNNEA SEED', 'PLANTAGO FASTIGIATA SEED', 'PLANTAGO GOODDINGII SEED', 'PLANTAGO INSULARIS SEED', 'PLANTAGO MINIMA SEED', 'PSYLLIUM SEED, BLONDE']
CITRUS BIOFLAVONOIDS	['BIOFLAVONOIDS', 'BIOFLAVONOIDS,CITRUS', 'CITRUS BIOFLAVONOID', 'HESPERIDIN COMPLEX']
BAMBUSA ARUNDINACEA STEM	['ARUNDARBOR AGRESTIS STEM', 'ARUNDARBOR ARUNDINACEA STEM', 'ARUNDARBOR BAMBOS STEM', 'ARUNDARBOR MAXIMA STEM', 'ARUNDARBOR ORIENTALIS STEM', 'ARUNDO AGRESTIS STEM', 'ARUNDO ARBOREA STEM', 'ARUNDO BAMBOO STEM', 'ARUNDO BAMBOS STEM', 'BAMBOS AGRESTIS STEM', 'BAMBOS ARUNDINACEA STEM', 'BAMBOS ARUNDO STEM', 'BAMBOS MAXIMA STEM', 'BAMBUSA AGRESTIS STEM', 'BAMBUSA ARUNDINACEA STEM', 'BAMBUSA BAMBOS STEM', 'BAMBUSA MAXIMA STEM', 'BAMBUSA ORIENTALIS STEM', 'GIANT THORNY BAMBOO STEM', 'GIGANTOCHLOA MAXIMA STEM', 'INDIAN THORNY BAMBOO STEM', 'NASTUS ARUNDINACEUS STEM', 'SPINY BAMBOO STEM', 'THORNY BAMBOO STEM', 'VAMSHA STEM']
CAPRYLYL GLYCOL	['1,2-DIHYDROXYOCTANE', '1,2-OCTANEDIOL', '1,2-OCTYLENE GLYCOL', 'OCTANE-1,2-DIOL']
