ndc	atc	description
55390-0101-10	R03CC	Selective beta-2-adrenoreceptor agonists
55390-0184-01	N02AF	Morphinan derivatives
55390-0481-10	M01AB	Acetic acid derivatives and related substances
55390-0481-10	S01BC	"Antiinflammatory agents, non-steroids"
55390-0500-02	C03CA	"Sulfonamides, plain"
55390-0612-10	D06BB	Antivirals
55390-0612-10	J05AB	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
55390-0612-10	S01AD	Antivirals
55390-0613-20	D06BB	Antivirals
55390-0613-20	J05AB	Nucleosides and nucleotides excl. reverse transcriptase inhibitors
55390-0613-20	S01AD	Antivirals
55494-0100-10	R06AA	Aminoalkyl ethers
55494-0100-10	A11HA	Other plain vitamin preparations
55494-0120-60	R06AA	Aminoalkyl ethers
55494-0120-60	A11HA	Other plain vitamin preparations
55513-0002-01	B03XA	Other antianemic preparations
55513-0003-01	B03XA	Other antianemic preparations
55513-0004-01	B03XA	Other antianemic preparations
55513-0005-01	B03XA	Other antianemic preparations
55513-0006-01	B03XA	Other antianemic preparations
55513-0021-01	B03XA	Other antianemic preparations
55513-0023-01	B03XA	Other antianemic preparations
55513-0025-01	B03XA	Other antianemic preparations
55513-0027-01	B03XA	Other antianemic preparations
55513-0057-01	B03XA	Other antianemic preparations
55513-0074-30	H05BX	Other anti-parathyroid agents
55513-0075-30	H05BX	Other anti-parathyroid agents
55513-0209-01	L03AA	Colony stimulating factors
55513-0221-01	B02BX	Other systemic hemostatics
55513-0530-01	L03AA	Colony stimulating factors
55513-0546-01	L03AA	Colony stimulating factors
55513-0710-01	M05BX	Other drugs affecting bone structure and mineralization
55513-0730-01	M05BX	Other drugs affecting bone structure and mineralization
55513-0750-01	C10AX	Other lipid modifying agents
55513-0760-01	C10AX	Other lipid modifying agents
55513-0770-01	C10AX	Other lipid modifying agents
55513-0800-60	C01EB	Other cardiac preparations
55513-0810-60	C01EB	Other cardiac preparations
55513-0841-01	N02CX	Other antimigraine preparations
55513-0841-02	N02CX	Other antimigraine preparations
55513-0924-01	L03AA	Colony stimulating factors
55513-0954-01	L01XC	Monoclonal antibodies
55513-0956-01	L01XC	Monoclonal antibodies
55566-1000-01	H01CC	Anti-gonadotropin-releasing hormones
55566-1501-01	G03GA	Gonadotropins
55566-1502-01	G03GA	Gonadotropins
55566-1901-01	H01AC	Somatropin and somatropin agonists
55566-2110-02	B02AA	Amino acids
55566-2200-00	H01BA	Vasopressin and analogues
55566-2400-00	H01BA	Vasopressin and analogues
55566-2500-00	H01BA	Vasopressin and analogues
55566-2600-00	H01BA	Vasopressin and analogues
55566-2700-00	H01BA	Vasopressin and analogues
55566-5020-01	H01BA	Vasopressin and analogues
55566-6500-01	G03DA	Pregnen (4) derivatives
55566-6700-00	A09AB	Acid preparations
55566-6700-00	A06AB	Contact laxatives
55566-6700-00	A02AA	Magnesium compounds
55566-6700-00	A06AD	Osmotically acting laxatives
55566-6700-00	A12CC	Magnesium
55566-9300-00	A09AB	Acid preparations
55566-9300-00	A06AB	Contact laxatives
55566-9300-00	A02AA	Magnesium compounds
55566-9300-00	A06AD	Osmotically acting laxatives
55566-9300-00	A12CC	Magnesium
55700-0076-90	N04BD	Monoamine oxidase B inhibitors
55700-0095-04	R05DA	Opium alkaloids and derivatives
55700-0095-04	R05CA	Expectorants
55700-0109-60	N05BA	Benzodiazepine derivatives
55700-0234-04	D04AA	Antihistamines for topical use
55700-0234-04	R06AA	Aminoalkyl ethers
55700-0266-60	A06AB	Contact laxatives
55700-0266-60	A06AA	"Softeners, emollients"
55700-0300-30	A06AA	"Softeners, emollients"
55700-0383-30	A06AH	Peripheral opioid receptor antagonists
55700-0457-01	A06AH	Peripheral opioid receptor antagonists
55700-0457-01	V03AB	Antidotes
55700-0462-90	N02AA	Natural opium alkaloids
55724-0211-21	D11AH	"Agents for dermatitis, excluding corticosteroids"
56184-0120-11	A12CA	Sodium
56184-0120-11	B05CB	Salt solutions
56184-0120-11	B05XA	Electrolyte solutions
56184-0121-05	C01CA	Adrenergic and dopaminergic agents
56184-0121-05	R01AA	"Sympathomimetics, plain"
56184-0121-05	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
56184-0121-05	R01BA	Sympathomimetics
56184-0121-05	S01FB	Sympathomimetics excl. antiglaucoma preparations
56184-0121-05	S01GA	Sympathomimetics used as decongestants
57141-0004-96	A02AC	Calcium compounds
57141-0004-96	A12AA	Calcium
57141-0004-96	A11CC	Vitamin D and analogues
57237-0001-01	A02BC	Proton pump inhibitors
57237-0001-01	J01FA	Macrolides
57237-0001-01	J01CA	Penicillins with extended spectrum
57237-0011-06	N06AX	Other antidepressants
57237-0012-06	N06AX	Other antidepressants
57237-0013-06	N06AX	Other antidepressants
57629-0101-21	B03AA	"Iron bivalent, oral preparations"
57629-0101-21	B03AD	Iron in combination with folic acid
57664-0327-86	B01AC	Platelet aggregation inhibitors excl. heparin
57664-0359-31	N02AA	Natural opium alkaloids
57664-0600-88	C01DA	Organic nitrates
57664-0600-88	C05AE	Muscle relaxants
57664-0684-88	A10BF	Alpha glucosidase inhibitors
57664-0685-88	A10BF	Alpha glucosidase inhibitors
57782-0397-26	A07EB	"Antiallergic agents, excl. corticosteroids"
57782-0397-26	D11AH	"Agents for dermatitis, excluding corticosteroids"
57782-0397-26	R01AC	"Antiallergic agents, excl. corticosteroids"
57782-0397-26	R03BC	"Antiallergic agents, excl. corticosteroids"
57782-0397-26	S01GX	Other antiallergics
57844-0019-01	A08AA	Centrally acting antiobesity products
57844-0105-01	N06BA	Centrally acting sympathomimetics
57844-0110-01	N06BA	Centrally acting sympathomimetics
57844-0115-01	N06BA	Centrally acting sympathomimetics
57844-0120-01	N06BA	Centrally acting sympathomimetics
57844-0130-01	N06BA	Centrally acting sympathomimetics
57844-0151-01	N05AG	Diphenylbutylpiperidine derivatives
57844-0198-01	N05AG	Diphenylbutylpiperidine derivatives
57844-0208-52	A16AX	Various alimentary tract and metabolism products
57844-0215-52	A16AX	Various alimentary tract and metabolism products
57844-0322-01	C10AB	Fibrates
57844-0323-01	C10AB	Fibrates
57844-0324-01	C10AB	Fibrates
57844-0691-98	C10AB	Fibrates
57844-0692-98	C10AB	Fibrates
57881-0444-01	A04AA	Serotonin (5HT3) antagonists
57883-0403-02	D10AF	Antiinfectives for treatment of acne
57883-0403-02	S01AB	Sulfonamides
57883-0403-02	D10AB	Preparations containing sulfur
57883-0405-02	D10AF	Antiinfectives for treatment of acne
57883-0405-02	S01AB	Sulfonamides
57883-0405-02	D10AB	Preparations containing sulfur
57894-0030-01	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
57894-0054-27	L04AC	Interleukin inhibitors
57894-0060-02	L04AC	Interleukin inhibitors
57894-0060-03	L04AC	Interleukin inhibitors
57894-0061-03	L04AC	Interleukin inhibitors
57894-0070-01	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
57894-0070-02	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
57894-0071-01	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
57894-0071-02	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
57894-0150-12	L02BX	Other hormone antagonists and related agents
57894-0195-06	L02BX	Other hormone antagonists and related agents
57894-0350-01	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
57894-0502-05	L01XC	Monoclonal antibodies
57894-0640-01	L04AC	Interleukin inhibitors
57896-0403-16	A06AA	"Softeners, emollients"
57896-0409-16	A06AA	"Softeners, emollients"
57896-0629-12	A02AB	Aluminium compounds
57896-0629-12	A02AA	Magnesium compounds
57896-0629-12	G04BX	Other urologicals
57896-0635-06	A12CC	Magnesium
57896-0635-06	B05XA	Electrolyte solutions
57896-0639-12	A02AB	Aluminium compounds
57896-0639-12	A02AA	Magnesium compounds
57896-0639-12	G04BX	Other urologicals
57896-0731-01	A02AC	Calcium compounds
57896-0731-01	A12AA	Calcium
57896-0731-01	A11CC	Vitamin D and analogues
57896-0764-96	A02AC	Calcium compounds
57896-0764-96	A12AA	Calcium
57896-0842-16	A11GA	"Ascorbic acid (vitamin C), plain"
57896-0842-16	G01AD	Organic acids
57896-0842-16	S01XA	Other ophthalmologicals
57962-0014-28	L01XE	Protein kinase inhibitors
57962-0140-09	L01XE	Protein kinase inhibitors
57962-0280-28	L01XE	Protein kinase inhibitors
57962-0420-28	L01XE	Protein kinase inhibitors
57962-0560-28	L01XE	Protein kinase inhibitors
57970-0100-01	J01XA	Glycopeptide antibacterials
58181-3040-05	L01AD	Nitrosoureas
58181-3041-05	L01AD	Nitrosoureas
58181-3042-05	L01AD	Nitrosoureas
58223-0517-24	A01AA	Caries prophylactic agents
58223-0517-24	A12CD	Fluoride
58232-4002-01	D06AX	Other antibiotics for topical use
58232-4002-01	J01XX	Other antibacterials
58232-4002-01	R02AB	Antibiotics
58232-4002-01	A01AB	Antiinfectives and antiseptics for local oral treatment
58232-4002-01	A07AA	Antibiotics
58232-4002-01	B05CA	Antiinfectives
58232-4002-01	J01GB	Other aminoglycosides
58232-4002-01	S01AA	Antibiotics
58232-4002-01	S02AA	Antiinfectives
58232-4002-01	S03AA	Antiinfectives
58232-4002-01	J01XB	Polymyxins
58281-0561-02	M03BX	Other centrally acting agents
58394-0013-01	B02BD	Blood coagulation factors
58394-0014-01	B02BD	Blood coagulation factors
58394-0015-01	B02BD	Blood coagulation factors
58394-0016-03	B02BD	Blood coagulation factors
58394-0025-03	B02BD	Blood coagulation factors
58394-0133-03	B02BD	Blood coagulation factors
58394-0134-03	B02BD	Blood coagulation factors
58394-0136-03	B02BD	Blood coagulation factors
58394-0635-03	B02BD	Blood coagulation factors
58394-0637-03	B02BD	Blood coagulation factors
58406-0425-34	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
58406-0445-01	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
58406-0455-01	L04AB	Tumor necrosis factor alpha (TNF-) inhibitors
58463-0013-50	J01DB	First-generation cephalosporins
58468-0020-01	V03AE	Drugs for treatment of hyperkalemia and hyperphosphatemia
58468-0030-01	H01AB	Thyrotropin
58468-0040-01	A16AB	Enzymes
58468-0041-01	A16AB	Enzymes
58468-0120-01	H05BX	Other anti-parathyroid agents
58468-0121-01	H05BX	Other anti-parathyroid agents
58468-0124-01	H05BX	Other anti-parathyroid agents
58468-0126-01	H05BX	Other anti-parathyroid agents
58468-0130-01	V03AE	Drugs for treatment of hyperkalemia and hyperphosphatemia
58468-0131-01	V03AE	Drugs for treatment of hyperkalemia and hyperphosphatemia
58468-0132-01	V03AE	Drugs for treatment of hyperkalemia and hyperphosphatemia
58468-0160-01	A16AB	Enzymes
58468-0210-02	L04AA	Selective immunosuppressants
58468-0211-01	L04AA	Selective immunosuppressants
58468-0225-01	B01AX	Other antithrombotic agents
58468-7820-03	L01XE	Protein kinase inhibitors
58468-7840-03	L01XE	Protein kinase inhibitors
58487-0800-81	A11HA	Other plain vitamin preparations
58526-0005-40	A11DA	"Vitamin B1, plain"
58526-0005-40	B03BA	Vitamin B12 (cyanocobalamin and analogues)
58526-0005-40	A11GA	"Ascorbic acid (vitamin C), plain"
58526-0005-40	G01AD	Organic acids
58526-0005-40	S01XA	Other ophthalmologicals
58526-0005-40	A11HA	Other plain vitamin preparations
58526-0005-40	D03AX	Other cicatrizants
58526-0005-40	B03BB	Folic acid and derivatives
58526-0005-40	C04AC	Nicotinic acid and derivatives
58526-0005-40	C10AD	Nicotinic acid and derivatives
58526-0005-51	A12CA	Sodium
58526-0005-51	B05CB	Salt solutions
58526-0005-51	B05XA	Electrolyte solutions
58604-0214-30	G02CX	Other gynecologicals
58657-0160-12	A01AA	Caries prophylactic agents
58657-0160-12	A12CD	Fluoride
58657-0310-16	A09AB	Acid preparations
58657-0310-16	B05CB	Salt solutions
58657-0311-16	A09AB	Acid preparations
58657-0311-16	A12BA	Potassium
58657-0311-16	B05CB	Salt solutions
58657-0312-16	A09AB	Acid preparations
58657-0312-16	A12BA	Potassium
58657-0323-50	A11CA	"Vitamin A, plain"
58657-0323-50	D10AD	Retinoids for topical use in acne
58657-0323-50	R01AX	Other nasal preparations
58657-0323-50	S01XA	Other ophthalmologicals
58657-0323-50	A11GA	"Ascorbic acid (vitamin C), plain"
58657-0323-50	G01AD	Organic acids
58657-0323-50	A11CC	Vitamin D and analogues
58657-0323-50	A01AA	Caries prophylactic agents
58657-0323-50	A12CD	Fluoride
58657-0324-50	A11CA	"Vitamin A, plain"
58657-0324-50	D10AD	Retinoids for topical use in acne
58657-0324-50	R01AX	Other nasal preparations
58657-0324-50	S01XA	Other ophthalmologicals
58657-0324-50	A11GA	"Ascorbic acid (vitamin C), plain"
58657-0324-50	G01AD	Organic acids
58657-0324-50	A11CC	Vitamin D and analogues
58657-0324-50	A01AA	Caries prophylactic agents
58657-0324-50	A12CD	Fluoride
58657-0456-01	A03BA	"Belladonna alkaloids, tertiary amines"
58657-0456-01	G04BX	Other urologicals
58657-0456-01	J01XX	Other antibacterials
58657-0456-01	V03AB	Antidotes
58657-0456-01	V04CG	Tests for gastric secretion
58657-0457-90	A03BA	"Belladonna alkaloids, tertiary amines"
58657-0457-90	G04BX	Other urologicals
58657-0457-90	J01XX	Other antibacterials
58657-0457-90	V03AB	Antidotes
58657-0457-90	V04CG	Tests for gastric secretion
58864-0507-30	A10BA	Biguanides
58864-0628-15	N06AB	Selective serotonin reuptake inhibitors
58864-0631-28	N03AF	Carboxamide derivatives
58864-0635-14	C05AE	Muscle relaxants
58864-0635-14	C08DB	Benzothiazepine derivatives
58864-0679-30	A02BC	Proton pump inhibitors
58864-0689-30	A10BB	Sulfonylureas
58864-0715-30	N06AX	Other antidepressants
58864-0724-30	C05AE	Muscle relaxants
58864-0724-30	C08DB	Benzothiazepine derivatives
58864-0727-30	C07AG	Alpha and beta blocking agents
58864-0739-30	C10AA	HMG CoA reductase inhibitors
58864-0759-30	C07AB	"Beta blocking agents, selective"
58864-0760-30	C10AA	HMG CoA reductase inhibitors
58864-0768-15	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
58864-0788-30	N03AF	Carboxamide derivatives
58864-0801-30	A12BA	Potassium
58864-0801-30	B05XA	Electrolyte solutions
58864-0849-30	N06AB	Selective serotonin reuptake inhibitors
58864-0858-30	A10BB	Sulfonylureas
58864-0860-30	C02CA	Alpha-adrenoreceptor antagonists
58864-0888-30	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
58864-0896-30	N05AH	"Diazepines, oxazepines, thiazepines and oxepines"
58864-0962-30	N05AE	Indole derivatives
58864-0964-30	N05AE	Indole derivatives
58914-0080-52	A03AA	"Synthetic anticholinergics, esters with tertiary amino group"
58914-0112-10	A09AA	Enzyme preparations
58914-0117-10	A09AA	Enzyme preparations
58914-0301-80	C01DA	Organic nitrates
58914-0301-80	C05AE	Muscle relaxants
58914-0601-20	A02BD	Combinations for eradication of Helicobacter pylori
58914-0601-20	A01AB	Antiinfectives and antiseptics for local oral treatment
58914-0601-20	D06AA	Tetracycline and derivatives
58914-0601-20	J01AA	Tetracyclines
58914-0601-20	S01AA	Antibiotics
58914-0601-20	S02AA	Antiinfectives
58914-0601-20	S03AA	Antiinfectives
58914-0601-20	A02BX	Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)
58914-0601-20	D06BX	Other chemotherapeutics
58914-0601-20	G01AF	Imidazole derivatives
58914-0601-20	J01XD	Imidazole derivatives
58914-0601-20	P01AB	Nitroimidazole derivatives
58914-0785-10	A05AA	Bile acids and derivatives
58914-0790-10	A05AA	Bile acids and derivatives
58980-0473-10	D11AX	Other dermatologicals
58980-0476-10	D11AX	Other dermatologicals
58980-0580-10	D11AX	Other dermatologicals
58980-0680-50	B05BC	Solutions producing osmotic diuresis
58980-0680-50	D02AE	Carbamide products
58980-0811-10	G01AC	Quinoline derivatives
58980-0811-10	A01AC	Corticosteroids for local oral treatment
58980-0811-10	A07EA	Corticosteroids acting locally
58980-0811-10	C05AA	Corticosteroids
58980-0811-10	D07AA	"Corticosteroids, weak (group I)"
58980-0811-10	D07XA	"Corticosteroids, weak, other combinations"
58980-0811-10	H02AB	Glucocorticoids
58980-0811-10	S01BA	"Corticosteroids, plain"
58980-0811-10	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
58980-0811-10	S02BA	Corticosteroids
59011-0255-30	N05CF	Benzodiazepine related drugs
59011-0256-30	N05CF	Benzodiazepine related drugs
59011-0415-10	N02AA	Natural opium alkaloids
59011-0420-10	N02AA	Natural opium alkaloids
59011-0430-10	N02AA	Natural opium alkaloids
59011-0440-10	N02AA	Natural opium alkaloids
59011-0444-10	N02AA	Natural opium alkaloids
59011-0445-01	N02AA	Natural opium alkaloids
59011-0460-10	N02AA	Natural opium alkaloids
59011-0480-10	N02AA	Natural opium alkaloids
59011-0523-30	A06AH	Peripheral opioid receptor antagonists
59011-0757-04	N02AE	Oripavine derivatives
59011-0757-04	N07BC	Drugs used in opioid dependence
59011-0758-04	N02AE	Oripavine derivatives
59011-0758-04	N07BC	Drugs used in opioid dependence
59088-0375-00	D11AX	Other dermatologicals
59088-0375-00	M01AB	Acetic acid derivatives and related substances
59088-0375-00	M02AA	"Antiinflammatory preparations, non-steroids for topical use"
59088-0375-00	S01BC	"Antiinflammatory agents, non-steroids"
59137-0520-00	L01BA	Folic acid analogues
59137-0520-00	L04AX	Other immunosuppressants
59137-0530-00	L01BA	Folic acid analogues
59137-0530-00	L04AX	Other immunosuppressants
59137-0540-00	L01BA	Folic acid analogues
59137-0540-00	L04AX	Other immunosuppressants
59148-0009-13	N05AX	Other antipsychotics
59148-0018-70	N05AX	Other antipsychotics
59148-0019-70	N05AX	Other antipsychotics
59148-0020-50	C03XA	Vasopressin antagonists
59148-0021-50	C03XA	Vasopressin antagonists
59148-0035-13	N05AX	Other antipsychotics
59148-0036-13	N05AX	Other antipsychotics
59148-0037-13	N05AX	Other antipsychotics
59148-0038-13	N05AX	Other antipsychotics
59148-0039-13	N05AX	Other antipsychotics
59148-0040-13	N05AX	Other antipsychotics
59148-0045-80	N05AX	Other antipsychotics
59148-0046-70	L01BC	Pyrimidine analogues
59148-0072-80	N05AX	Other antipsychotics
59212-0001-01	C04AX	Other peripheral vasodilators
59212-0002-01	C03DB	Other potassium-sparing agents
59212-0003-01	C03DB	Other potassium-sparing agents
59212-0658-60	C02AC	Imidazoline receptor agonists
59212-0658-60	N02CX	Other antimigraine preparations
59212-0658-60	S01EA	Sympathomimetics in glaucoma therapy
59212-0681-10	N03AX	Other antiepileptics
59212-0700-48	A07EA	Corticosteroids acting locally
59212-0700-48	C05AA	Corticosteroids
59212-0700-48	D07AA	"Corticosteroids, weak (group I)"
59212-0700-48	D07XA	"Corticosteroids, weak, other combinations"
59212-0700-48	H02AB	Glucocorticoids
59212-0700-48	R01AD	Corticosteroids
59212-0700-48	S01BA	"Corticosteroids, plain"
59212-0700-48	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
59212-0700-48	S02BA	Corticosteroids
59212-0700-48	S03BA	Corticosteroids
59212-0701-48	A07EA	Corticosteroids acting locally
59212-0701-48	C05AA	Corticosteroids
59212-0701-48	D07AA	"Corticosteroids, weak (group I)"
59212-0701-48	D07XA	"Corticosteroids, weak, other combinations"
59212-0701-48	H02AB	Glucocorticoids
59212-0701-48	R01AD	Corticosteroids
59212-0701-48	S01BA	"Corticosteroids, plain"
59212-0701-48	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
59212-0701-48	S02BA	Corticosteroids
59212-0701-48	S03BA	Corticosteroids
59310-0202-12	A07EA	Corticosteroids acting locally
59310-0202-12	D07AC	"Corticosteroids, potent (group III)"
59310-0202-12	R01AD	Corticosteroids
59310-0202-12	R03BA	Glucocorticoids
59310-0206-06	A07EA	Corticosteroids acting locally
59310-0206-06	D07AC	"Corticosteroids, potent (group III)"
