A	ALIMENTARY TRACT AND METABOLISM
R05D B16	DIBUNATE
R05D B17	DROXYPROPINE
R05D B18	PRENOXDIAZINE
R05D B19	DROPROPIZINE
R05D B20	COMBINATIONS
R05D B21	CLOPERASTINE
R05D B22	MEPROTIXOL
R05D B23	PIPERIDIONE
R05D B24	TIPEPIDINE
R05D B25	MORCLOFONE
R05D B26	NEPINALONE
R05D B27	LEVODROPROPIZINE
R05D B28	DIMETHOXANATE
R05F	"COUGH SUPPRESSANTS AND EXPECTORANTS, COMBINATIONS"
R05F A	OPIUM DERIVATIVES AND EXPECTORANTS
R05F A01	OPIUM DERIVATIVES AND MUCOLYTICS
R05F A02	OPIUM DERIVATIVES AND EXPECTORANTS
R05F B	OTHER COUGH SUPPRESSANTS AND EXPECTORANTS
R05F B01	COUGH SUPPRESSANTS AND MUCOLYTICS
R05F B02	COUGH SUPPRESSANTS AND EXPECTORANTS
R05X	OTHER COLD PREPARATIONS
R06	ANTIHISTAMINES FOR SYSTEMIC USE
R06A	ANTIHISTAMINES FOR SYSTEMIC USE
R06A A	AMINOALKYL ETHERS
R06A A01	BROMAZINE
R06A A02	DIPHENHYDRAMINE
R06A A04	CLEMASTINE
R06A A06	CHLORPHENOXAMINE
R06A A07	DIPHENYLPYRALINE
R06A A08	CARBINOXAMINE
R06A A09	DOXYLAMINE
R06A A10	TRIMETHOBENZAMIDE
R06A A52	"DIPHENHYDRAMINE, COMBINATIONS"
R06A A54	"CLEMASTINE, COMBINATIONS"
R06A A56	"CHLORPHENOXAMINE, COMBINATIONS"
R06A A57	"DIPHENYLPYRALINE, COMBINATIONS"
R06A A59	"DOXYLAMINE, COMBINATIONS"
R06A B	SUBSTITUTED ALKYLAMINES
R06A B01	BROMPHENIRAMINE
R06A B02	DEXCHLORPHENIRAMINE
R06A B03	DIMETINDENE
R06A B04	CHLORPHENAMINE
R06A B05	PHENIRAMINE
R06A B06	DEXBROMPHENIRAMINE
R06A B07	TALASTINE
R06A B51	"BROMPHENIRAMINE, COMBINATIONS"
R06A B52	"DEXCHLORPHENIRAMINE, COMBINATIONS"
R06A B54	"CHLORPHENAMINE, COMBINATIONS"
R06A B56	"DEXBROMPHENIRAMINE, COMBINATIONS"
R06A C	SUBSTITUTED ETHYLENE DIAMINES
R06A C01	MEPYRAMINE
R06A C02	HISTAPYRRODINE
R06A C03	CHLOROPYRAMINE
R06A C04	TRIPELENNAMINE
R06A C05	METHAPYRILENE
R06A C06	THONZYLAMINE
R06A C52	"HISTAPYRRODINE, COMBINATIONS"
R06A C53	"CHLOROPYRAMINE, COMBINATIONS"
R06A D	PHENOTHIAZINE DERIVATIVES
R06A D01	ALIMEMAZINE
R06A D02	PROMETHAZINE
R06A D03	THIETHYLPERAZINE
R06A D04	METHDILAZINE
R06A D05	HYDROXYETHYLPROMETHAZINE
R06A D06	THIAZINAM
R06A D07	MEQUITAZINE
R06A D08	OXOMEMAZINE
R06A D09	ISOTHIPENDYL
R06A D52	"PROMETHAZINE, COMBINATIONS"
R06A D55	"HYDROXYETHYLPROMETHAZINE, COMBINATIONS"
R06A E	PIPERAZINE DERIVATIVES
R06A E01	BUCLIZINE
R06A E03	CYCLIZINE
R06A E04	CHLORCYCLIZINE
R06A E05	MECLOZINE
R06A E06	OXATOMIDE
R06A E07	CETIRIZINE
R06A E08	LEVOCETIRIZINE - OLD CODE
R06A E09	LEVOCETIRIZINE
R06A E51	"BUCLIZINE, COMBINATIONS"
R06A E53	"CYCLIZINE, COMBINATIONS"
R06A E55	"MECLOZINE, COMBINATIONS"
R06A K	COMBINATIONS OF ANTIHISTAMINES
R06A X	OTHER ANTIHISTAMINES FOR SYSTEMIC USE
R06A X01	BAMIPINE
R06A X02	CYPROHEPTADINE
R06A X03	THENALIDINE
R06A X04	PHENINDAMINE
R06A X05	ANTAZOLINE
R06A X07	TRIPROLIDINE
R06A X08	PYRROBUTAMINE
R06A X09	AZATADINE
R06A X11	ASTEMIZOLE
R06A X12	TERFENADINE
R06A X13	LORATADINE
R06A X15	MEBHYDROLIN
R06A X16	DEPTROPINE
R06A X17	KETOTIFEN
R06A X18	ACRIVASTINE
R06A X19	AZELASTINE
R06A X21	TRITOQUALINE
R06A X22	EBASTINE
R06A X23	PIMETHIXENE
R06A X24	EPINASTINE
R06A X25	MIZOLASTINE
R06A X26	FEXOFENADINE
R06A X27	DESLORATADINE
R06A X28	RUPATADINE
R06A X29	BILASTINE
R06A X31	QUIFENADINE
R06A X32	SEQUIFENADINE
R06A X53	"THENALIDINE, COMBINATIONS"
R06A X58	"PYRROBUTAMINE, COMBINATIONS"
R07	OTHER RESPIRATORY SYSTEM PRODUCTS
R07A	OTHER RESPIRATORY SYSTEM PRODUCTS
R07A A	LUNG SURFACTANTS
R07A A01	COLFOSCERIL PALMITATE
R07A A02	NATURAL PHOSPHOLIPIDS
R07A A30	COMBINATIONS
R07A B	RESPIRATORY STIMULANTS
R07A B01	DOXAPRAM
R07A B02	NIKETHAMIDE
R07A B03	PENTETRAZOL
R07A B04	ETAMIVAN
R07A B05	BEMEGRIDE
R07A B06	PRETHCAMIDE
R07A B07	ALMITRINE
R07A B08	DIMEFLINE
R07A B09	MEPIXANOX
R07A B52	"NIKETHAMIDE, COMBINATIONS"
R07A B53	"PENTETRAZOL, COMBINATIONS"
R07A X	OTHER RESPIRATORY SYSTEM PRODUCTS
R07A X01	NITRIC OXIDE
R07A X02	IVACAFTOR
R07A X30	IVACAFTOR AND LUMACAFTOR
R07A X31	IVACAFTOR AND TEZACAFTOR
S	SENSORY ORGANS
S01	OPHTHALMOLOGICALS
S01A	ANTIINFECTIVES
S01A A	ANTIBIOTICS
S01A A01	CHLORAMPHENICOL
S01A A02	CHLORTETRACYCLINE
S01A A03	NEOMYCIN
S01A A04	OXYTETRACYCLINE
S01A A05	TYROTHRICIN
S01A A07	FRAMYCETIN
S01A A09	TETRACYCLINE
S01A A10	NATAMYCIN
S01A A11	GENTAMICIN
S01A A12	TOBRAMYCIN
S01A A13	FUSIDIC ACID
S01A A14	BENZYLPENICILLIN
S01A A15	DIHYDROSTREPTOMYCIN
S01A A16	RIFAMYCINE
S01A A17	ERYTHROMYCIN
S01A A18	POLYMYXIN B
S01A A19	AMPICILLIN
S01A A20	ANTIBIOTICS IN COMBINATION WITH OTHER DRUGS
S01A A21	AMIKACIN
S01A A22	MICRONOMICIN
S01A A23	NETILMICIN
S01A A24	KANAMYCIN
S01A A25	AZIDAMFENICOL
S01A A26	AZITHROMYCIN
S01A A27	CEFUROXIME
S01A A30	COMBINATIONS OF DIFFERENT ANTIBIOTICS
S01A B	SULFONAMIDES
S01A B01	SULFAMETHIZOLE
S01A B02	SULFAFURAZOLE
S01A B03	SULFADICRAMIDE
S01A B04	SULFACETAMIDE
S01A B05	SULFAFENAZOL
S01A D	ANTIVIRALS
S01A D01	IDOXURIDINE
S01A D02	TRIFLURIDINE
S01A D03	ACICLOVIR
S01A D05	INTERFERON
S01A D06	VIDARABINE
S01A D07	FAMCICLOVIR
S01A D08	FOMIVIRSEN
S01A D09	GANCICLOVIR
S01A E	FLUOROQUINOLONES
S01A E01	OFLOXACIN
S01A E02	NORFLOXACIN
S01A E03	CIPROFLOXACIN
S01A E04	LOMEFLOXACIN
S01A E05	LEVOFLOXACIN
S01A E06	GATIFLOXACIN
S01A E07	MOXIFLOXACIN
S01A E08	BESIFLOXACIN
S01A X	OTHER ANTIINFECTIVES
S01A X01	MERCURY COMPOUNDS
S01A X02	SILVER COMPOUNDS
S01A X03	ZINC COMPOUNDS
S01A X04	NITROFURAL
S01A X05	BIBROCATHOL
S01A X06	RESORCINOL
S01A X07	SODIUM BORATE
S01A X08	HEXAMIDINE
S01A X09	CHLORHEXIDINE
S01A X10	SODIUM PROPIONATE
S01A X11	OFLOXACIN - OLD CODE
S01A X12	NORFLOXACIN - OLD CODE
S01A X13	CIPROFLOXACIN - OLD CODE
S01A X14	DIBROMPROPAMIDINE
S01A X15	PROPAMIDINE
S01A X16	PICLOXYDINE
S01A X17	LOMEFLOXACIN - OLD CODE
S01A X18	POVIDONE-IODINE
S01A X19	LEVOFLOXACIN - OLD CODE
S01A X21	GATIFLOXACIN - OLD CODE
S01A X22	MOXIFLOXACIN - OLD CODE
S01A X23	BESIFLOXACIN - OLD CODE
S01B	ANTIINFLAMMATORY AGENTS
S01B A	"CORTICOSTEROIDS, PLAIN"
S01B A01	DEXAMETHASONE
S01B A02	HYDROCORTISONE
S01B A03	CORTISONE
S01B A04	PREDNISOLONE
S01B A05	TRIAMCINOLONE
S01B A06	BETAMETHASONE
S01B A07	FLUOROMETHOLONE
S01B A08	MEDRYSONE
S01B A09	CLOBETASONE
S01B A10	ALCLOMETASONE
S01B A11	DESONIDE
S01B A12	FORMOCORTAL
S01B A13	RIMEXOLONE
S01B A14	LOTEPREDNOL
S01B A15	FLUOCINOLONE ACETONIDE
S01B B	CORTICOSTEROIDS AND MYDRIATICS IN COMBINATION
S01B B01	HYDROCORTISONE AND MYDRIATICS
S01B B02	PREDNISOLONE AND MYDRIATICS
S01B B03	FLUOROMETHOLONE AND MYDRIATICS
S01B B04	BETAMETHASONE AND MYDRIATICS
S01B C	"ANTIINFLAMMATORY AGENTS, NON-STEROIDS"
S01B C01	INDOMETACIN
S01B C02	OXYPHENBUTAZONE
S01B C03	DICLOFENAC
S01B C04	FLURBIPROFEN
S01B C05	KETOROLAC
S01B C06	PIROXICAM
S01B C07	BENDAZAC
S01B C08	SALICYLIC ACID
S01B C09	PRANOPROFEN
S01B C10	NEPAFENAC
S01B C11	BROMFENAC
S01C	ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION
S01C A	CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S01C A01	DEXAMETHASONE AND ANTIINFECTIVES
S01C A02	PREDNISOLONE AND ANTIINFECTIVES
S01C A03	HYDROCORTISONE AND ANTIINFECTIVES
S01C A04	FLUOCORTOLONE AND ANTIINFECTIVES
S01C A05	BETAMETHASONE AND ANTIINFECTIVES
S01C A06	FLUDROCORTISONE AND ANTIINFECTIVES
S01C A07	FLUOROMETHOLONE AND ANTIINFECTIVES
S01C A08	METHYLPREDNISOLONE AND ANTIINFECTIVES
S01C A09	CHLOROPREDNISONE AND ANTIINFECTIVES
S01C A10	FLUOCINOLONE ACETONIDE AND ANTIINFECTIVES
S01C A11	CLOBETASONE AND ANTIINFECTIVES
S01C B	CORTICOSTEROIDS/ANTIINFECTIVES/MYDRIATICS IN COMBINATION
S01C B01	DEXAMETHASONE
S01C B02	PREDNISOLONE
S01C B03	HYDROCORTISONE
S01C B04	BETAMETHASONE
S01C B05	FLUOROMETHOLONE
S01C C	"ANTIINFLAMMATORY AGENTS, NON-STEROIDS AND ANTIINFECTIVES IN COMBINATION"
S01C C01	DICLOFENAC AND ANTIINFECTIVES
S01C C02	INDOMETACIN AND ANTIINFECTIVES
S01E	ANTIGLAUCOMA PREPARATIONS AND MIOTICS
S01E A	SYMPATHOMIMETICS IN GLAUCOMA THERAPY
S01E A01	EPINEPHRINE
S01E A02	DIPIVEFRINE
S01E A03	APRACLONIDINE
S01E A04	CLONIDINE
S01E A05	BRIMONIDINE
S01E A51	"EPINEPHRINE, COMBINATIONS"
S01E B	PARASYMPATHOMIMETICS
S01E B01	PILOCARPINE
S01E B02	CARBACHOL
S01E B03	ECOTHIOPATE
S01E B04	DEMECARIUM
S01E B05	PHYSOSTIGMINE
S01E B06	NEOSTIGMINE
S01E B07	FLUOSTIGMINE
S01E B08	ACECLIDINE
S01E B09	ACETYLCHOLINE
S01E B10	PARAOXON
S01E B51	"PILOCARPINE, COMBINATIONS"
S01E B58	"ACECLIDINE, COMBINATIONS"
S01E C	CARBONIC ANHYDRASE INHIBITORS
S01E C01	ACETAZOLAMIDE
S01E C02	DICLOFENAMIDE
S01E C03	DORZOLAMIDE
S01E C04	BRINZOLAMIDE
S01E C05	METHAZOLAMIDE
S01E C54	"BRINZOLAMIDE, COMBINATIONS"
S01E D	BETA BLOCKING AGENTS
S01E D01	TIMOLOL
S01E D02	BETAXOLOL
S01E D03	LEVOBUNOLOL
S01E D04	METIPRANOLOL
S01E D05	CARTEOLOL
S01E D06	BEFUNOLOL
S01E D51	"TIMOLOL, COMBINATIONS"
S01E D52	"BETAXOLOL, COMBINATIONS"
S01E D54	"METIPRANOLOL, COMBINATIONS"
S01E D55	"CARTEOLOL, COMBINATIONS"
S01E E	PROSTAGLANDIN ANALOGUES
S01E E01	LATANOPROST
S01E E02	UNOPROSTONE
S01E E03	BIMATOPROST
S01E E04	TRAVOPROST
S01E E05	TAFLUPROST
S01E X	OTHER ANTIGLAUCOMA PREPARATIONS
S01E X01	GUANETHIDINE
S01E X02	DAPIPRAZOLE
S01E X03	LATANOPROST - OLD CODE
S01E X04	UNOPROSTONE - OLD CODE
S01E X05	NETARSUDIL
S01E X51	"GUANETHIDINE, COMBINATIONS"
S01F	MYDRIATICS AND CYCLOPLEGICS
S01F A	ANTICHOLINERGICS
S01F A01	ATROPINE
S01F A02	SCOPOLAMINE
S01F A03	METHYLSCOPOLAMINE
S01F A04	CYCLOPENTOLATE
S01F A05	HOMATROPINE
S01F A06	TROPICAMIDE
S01F A54	"CYCLOPENTOLATE, COMBINATIONS"
S01F A56	"TROPICAMIDE, COMBINATIONS"
S01F B	SYMPATHOMIMETICS EXCL. ANTIGLAUCOMA PREPARATIONS
S01F B01	PHENYLEPHRINE
S01F B02	EPHEDRINE
S01F B03	IBOPAMINE
S01F B51	PHENYLEPHRINE AND KETOROLAC
S01G	DECONGESTANTS AND ANTIALLERGICS
S01G A	SYMPATHOMIMETICS USED AS DECONGESTANTS
S01G A01	NAPHAZOLINE
S01G A02	TETRYZOLINE
S01G A03	XYLOMETAZOLINE
S01G A04	OXYMETAZOLINE
S01G A05	PHENYLEPHRINE
S01G A06	OXEDRINE
S01G A51	"NAPHAZOLINE, COMBINATIONS"
S01G A52	"TETRYZOLINE, COMBINATIONS"
S01G A53	"XYLOMETAZOLINE, COMBINATIONS"
S01G A55	"PHENYLEPHRINE, COMBINATIONS"
S01G A56	"OXEDRINE, COMBINATIONS"
S01G X	OTHER ANTIALLERGICS
S01G X01	CROMOGLICIC ACID
S01G X02	LEVOCABASTINE
S01G X03	SPAGLUMIC ACID
S01G X04	NEDOCROMIL
S01G X05	LODOXAMIDE
S01G X06	EMEDASTINE
S01G X07	AZELASTINE
S01G X08	KETOTIFEN
S01G X09	OLOPATADINE
S01G X10	EPINASTINE
S01G X11	ALCAFTADINE
S01G X51	"CROMOGLICIC ACID, COMBINATIONS"
S01H	LOCAL ANESTHETICS
S01H A	LOCAL ANESTHETICS
S01H A01	COCAINE
S01H A02	OXYBUPROCAINE
S01H A03	TETRACAINE
S01H A04	PROXYMETACAINE
S01H A05	PROCAINE
S01H A06	CINCHOCAINE
S01H A07	LIDOCAINE
S01H A30	COMBINATIONS
S01J	DIAGNOSTIC AGENTS
S01J A	COLOURING AGENTS
S01J A01	FLUORESCEIN
S01J A02	ROSE BENGAL SODIUM
S01J A51	"FLUORESCEIN, COMBINATIONS"
S01J X	OTHER OPHTHALMOLOGICAL DIAGNOSTIC AGENTS
S01K	SURGICAL AIDS
S01K A	VISCOELASTIC SUBSTANCES
S01K A01	HYALURONIC ACID
S01K A02	HYPROMELLOSE
S01K A51	"HYALURONIC ACID, COMBINATIONS"
S01K X	OTHER SURGICAL AIDS
S01K X01	CHYMOTRYPSIN
S01L	OCULAR VASCULAR DISORDER AGENTS
S01L A	ANTINEOVASCULARISATION AGENTS
S01L A01	VERTEPORFIN
S01L A02	ANECORTAVE
S01L A03	PEGAPTANIB
S01L A04	RANIBIZUMAB
S01L A05	AFLIBERCEPT
S01X	OTHER OPHTHALMOLOGICALS
S01X A	OTHER OPHTHALMOLOGICALS
S01X A01	GUAIAZULEN
S01X A02	RETINOL
S01X A03	"SODIUM CHLORIDE, HYPERTONIC"
S01X A04	POTASSIUM IODIDE
S01X A05	SODIUM EDETATE
S01X A06	ETHYLMORPHINE
S01X A07	ALUM
S01X A08	ACETYLCYSTEINE
S01X A09	IODOHEPARINATE
S01X A10	INOSINE
S01X A11	NANDROLONE
S01X A12	DEXPANTHENOL
S01X A13	ALTEPLASE
S01X A14	HEPARIN
S01X A16	ANECORTAVE - OLD CODE
S01X A17	PEGAPTANIB - OLD CODE
S01X A18	CICLOSPORIN
S01X A19	"LIMBAL CELLS, AUTOLOGOUS"
S01X A20	ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS
S01X A21	MERCAPTAMINE
S01X A22	OCRIPLASMIN
S01X A23	SIROLIMUS
S01X A24	CENEGERMIN
S01X A25	LIFITEGRAST
S02	OTOLOGICALS
S02A	ANTIINFECTIVES
S02A A	ANTIINFECTIVES
S02A A01	CHLORAMPHENICOL
S02A A02	NITROFURAL
S02A A03	BORIC ACID
S02A A04	ALUMINIUM ACETOTARTRATE
S02A A05	CLIOQUINOL
S02A A06	HYDROGEN PEROXIDE
S02A A07	NEOMYCIN
S02A A08	TETRACYCLINE
S02A A09	CHLORHEXIDINE
S02A A10	ACETIC ACID
S02A A11	POLYMYXIN B
S02A A12	RIFAMYCIN
S02A A13	MICONAZOLE
S02A A14	GENTAMICIN
S02A A15	CIPROFLOXACIN
S02A A16	OFLOXACIN
S02A A30	"ANTIINFECTIVES, COMBINATIONS"
S02B	CORTICOSTEROIDS
S02B A	CORTICOSTEROIDS
S02B A01	HYDROCORTISONE
S02B A03	PREDNISOLONE
S02B A06	DEXAMETHASONE
S02B A07	BETAMETHASONE
S02B A08	FLUOCINOLONE ACETONIDE
S02C	CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S02C A	CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S02C A01	PREDNISOLONE AND ANTIINFECTIVES
S02C A02	FLUMETASONE AND ANTIINFECTIVES
S02C A03	HYDROCORTISONE AND ANTIINFECTIVES
S02C A04	TRIAMCINOLONE AND ANTIINFECTIVES
S02C A05	FLUOCINOLONE ACETONIDE AND ANTIINFECTIVES
S02C A06	DEXAMETHASONE AND ANTIINFECTIVES
S02C A07	FLUDROCORTISONE AND ANTIINFECTIVES
S02D	OTHER OTOLOGICALS
S02D A	ANALGESICS AND ANESTHETICS
S02D A01	LIDOCAINE
S02D A02	COCAINE
S02D A03	PHENAZONE
S02D A04	CINCHOCAINE
S02D A30	COMBINATIONS
S02D C	INDIFFERENT PREPARATIONS
S03	OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
S03A	ANTIINFECTIVES
S03A A	ANTIINFECTIVES
S03A A01	NEOMYCIN
S03A A02	TETRACYCLINE
S03A A03	POLYMYXIN B
S03A A04	CHLORHEXIDINE
S03A A05	HEXAMIDINE
S03A A06	GENTAMICIN
S03A A07	CIPROFLOXACIN
S03A A08	CHLORAMPHENICOL
S03A A30	"ANTIINFECTIVES, COMBINATIONS"
S03B	CORTICOSTEROIDS
S03B A	CORTICOSTEROIDS
S03B A01	DEXAMETHASONE
S03B A02	PREDNISOLONE
S03C	CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S03C A	CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION
S03C A01	DEXAMETHASONE AND ANTIINFECTIVES
S03C A02	PREDNISOLONE AND ANTIINFECTIVES
S03C A03	TRIAMCINOLONE AND ANTIINFECTIVES
S03C A04	HYDROCORTISONE AND ANTIINFECTIVES
S03C A05	FLUDROCORTISONE AND ANTIINFECTIVES
S03C A06	BETAMETHASONE AND ANTIINFECTIVES
S03D	OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
V	VARIOUS
V01	ALLERGENS
V01A	ALLERGENS
V01A A	ALLERGEN EXTRACTS
V01A A01	FEATHER
V01A A02	GRASS POLLEN
V01A A03	HOUSE DUST MITES
V01A A04	MOULD FUNGUS AND YEAST FUNGUS
V01A A05	TREE POLLEN
V01A A07	INSECTS
V01A A08	FOOD
V01A A09	TEXTILES
V01A A10	FLOWERS
V01A A11	ANIMALS
V01A A20	VARIOUS
V03	ALL OTHER THERAPEUTIC PRODUCTS
V03A	ALL OTHER THERAPEUTIC PRODUCTS
V03A A	DRUGS FOR TREATMENT OF CHRONIC ALCOHOLISM - OLD CODE
V03A A01	DISULFIRAM - OLD CODE
V03A A02	CALCIUM CARBIMIDE - OLD CODE
V03A A03	ACAMPROSATE - OLD CODE
V03A B	ANTIDOTES
V03A B01	IPECACUANHA
V03A B02	NALORPHINE
V03A B03	EDETATES
V03A B04	PRALIDOXIME
V03A B05	PREDNISOLONE AND PROMETHAZINE
V03A B06	THIOSULFATE
V03A B07	APOMORPHINE - OLD CODE
V03A B08	SODIUM NITRITE
V03A B09	DIMERCAPROL
V03A B13	OBIDOXIME
V03A B14	PROTAMINE
V03A B15	NALOXONE
V03A B16	ETHANOL
V03A B17	METHYLTHIONINIUM CHLORIDE
V03A B18	POTASSIUM PERMANGANATE
V03A B19	PHYSOSTIGMINE
V03A B20	COPPER SULFATE
V03A B21	POTASSIUM IODIDE
V03A B22	AMYL NITRITE
V03A B23	ACETYLCYSTEINE
V03A B24	DIGITALIS ANTITOXIN
V03A B25	FLUMAZENIL
V03A B26	METHIONINE
V03A B27	4-DIMETHYLAMINOPHENOL
V03A B29	CHOLINESTERASE
V03A B30	NALTREXONE - OLD CODE
V03A B31	PRUSSIAN BLUE
V03A B32	GLUTATHIONE
V03A B33	HYDROXOCOBALAMIN
V03A B35	SUGAMMADEX
V03A B36	PHENTOLAMINE
V03A B37	IDARUCIZUMAB
V03A B38	ANDEXANET ALFA
V03A C	IRON CHELATING AGENTS
V03A C01	DEFEROXAMINE
V03A C02	DEFERIPRONE
V03A C03	DEFERASIROX
V03A E	DRUGS FOR TREATMENT OF HYPERKALEMIA AND HYPERPHOSPHATEMIA
V03A E01	POLYSTYRENE SULFONATE
V03A E02	SEVELAMER
V03A E03	LANTHANUM CARBONATE
V03A E04	CALCIUM ACETATE AND MAGNESIUM CARBONATE
V03A E05	SUCROFERRIC OXYHYDROXIDE
V03A E06	COLESTILAN
V03A E07	CALCIUM ACETATE
V03A E08	FERRIC CITRATE
V03A E09	PATIROMER CALCIUM
V03A E10	SODIUM ZIRCONIUM CYCLOSILICATE
V03A F	DETOXIFYING AGENTS FOR ANTINEOPLASTIC TREATMENT
V03A F01	MESNA
V03A F02	DEXRAZOXANE
V03A F03	CALCIUM FOLINATE
V03A F04	CALCIUM LEVOFOLINATE
V03A F05	AMIFOSTINE
V03A F06	SODIUM FOLINATE
V03A F07	RASBURICASE
V03A F08	PALIFERMIN
V03A F09	GLUCARPIDASE
V03A F10	SODIUM LEVOFOLINATE
V03A G	DRUGS FOR TREATMENT OF HYPERCALCEMIA
V03A G01	SODIUM CELLULOSE PHOSPHATE
V03A H	DRUGS FOR TREATMENT OF HYPOGLYCEMIA
V03A H01	DIAZOXIDE
V03A K	TISSUE ADHESIVES - OLD CODE
V03A M	DRUGS FOR EMBOLISATION
V03A N	MEDICAL GASES
V03A N01	OXYGEN
V03A N02	CARBON DIOXIDE
V03A N03	HELIUM
V03A N04	NITROGEN
V03A N05	MEDICAL AIR
V03A X	OTHER THERAPEUTIC PRODUCTS
V03A X01	YOHIMBIN
V03A X02	NALFURAFINE
V03A X03	COBICISTAT
V03A Z	NERVE DEPRESSANTS
V03A Z01	ETHANOL
V04	DIAGNOSTIC AGENTS
V04B	URINE TESTS
V04C	OTHER DIAGNOSTIC AGENTS
V04C A	TESTS FOR DIABETES
V04C A01	TOLBUTAMIDE
V04C A02	GLUCOSE
V04C B	TESTS FOR FAT ABSORPTION
V04C B01	VITAMIN A CONCENTRATES
V04C C	TESTS FOR BILE DUCT PATENCY
V04C C01	SORBITOL
V04C C02	MAGNESIUM SULFATE
V04C C03	SINCALIDE
V04C C04	CERULETIDE
V04C D	TESTS FOR PITUITARY FUNCTION
V04C D01	METYRAPONE
V04C D03	SERMORELIN
V04C D04	CORTICORELIN
V04C D05	SOMATORELIN
V04C D06	MACIMORELIN
V04C E	TESTS FOR LIVER FUNCTIONAL CAPACITY
V04C E01	GALACTOSE
V04C E02	SULFOBROMOPHTHALEIN
V04C E03	METHACETIN (13C)
V04C F	TUBERCULOSIS DIAGNOSTICS
V04C F01	TUBERCULIN
V04C G	TESTS FOR GASTRIC SECRETION
V04C G01	CATION EXCHANGE RESINS
V04C G02	BETAZOLE
V04C G03	HISTAMINE PHOSPHATE
V04C G04	PENTAGASTRIN
V04C G05	METHYLTHIONINIUM CHLORIDE
V04C G30	CAFFEINE AND SODIUM BENZOATE
V04C H	TESTS FOR RENAL FUNCTION AND URETERAL INJURIES
V04C H01	INULIN AND OTHER POLYFRUCTOSANS
V04C H02	INDIGO CARMINE
V04C H03	PHENOLSULFONPHTHALEIN
V04C H04	ALSACTIDE
V04C H30	AMINOHIPPURIC ACID
V04C J	TESTS FOR THYROID FUNCTION
V04C J01	THYROTROPIN
V04C J02	PROTIRELIN
V04C K	TESTS FOR PANCREATIC FUNCTION
V04C K01	SECRETIN
V04C K02	PANCREOZYMIN (CHOLECYSTOKININ)
V04C K03	BENTIROMIDE
V04C L	TESTS FOR ALLERGIC DISEASES
V04C M	TESTS FOR FERTILITY DISTURBANCES
V04C M01	GONADORELIN
V04C X	OTHER DIAGNOSTIC AGENTS
V04D	DIAGNOSTIC RADIOPHARMACEUTICALS
V06	GENERAL NUTRIENTS
V06A	DIET FORMULATIONS FOR TREATMENT OF OBESITY
V06A A	LOW-ENERGY DIETS
V06B	PROTEIN SUPPLEMENTS
V06C	INFANT FORMULAS
V06C A	NUTRIENTS WITHOUT PHENYLALANINE
V06D	OTHER NUTRIENTS
V06D A	"CARBOHYDRATES/PROTEINS/MINERALS/VITAMINS, COMBINATIONS"
V06D B	"FAT/CARBOHYDRATES/PROTEINS/MINERALS/VITAMINS, COMBINATIONS"
V06D C	CARBOHYDRATES
V06D C01	GLUCOSE
V06D C02	FRUCTOSE
V06D D	"AMINO ACIDS, INCL. COMBINATIONS WITH POLYPEPTIDES"
V06D E	"AMINO ACIDS/CARBOHYDRATES/MINERALS/VITAMINS, COMBINATIONS"
V06D F	MILK SUBSTITUTES
V06D X	OTHER COMBINATIONS OF NUTRIENTS
V07	ALL OTHER NON-THERAPEUTIC PRODUCTS
V07A	ALL OTHER NON-THERAPEUTIC PRODUCTS
V07A A	PLASTERS
V07A B	"SOLVENTS AND DILUTING AGENTS, INCL. IRRIGATING SOLUTIONS"
V07A C	"BLOOD TRANSFUSION, AUXILIARY PRODUCTS"
V07A D	"BLOOD TESTS, AUXILIARY PRODUCTS"
V07A N	INCONTINENCE EQUIPMENT
V07A R	"SENSITIVITY TESTS, DISCS AND TABLETS"
V07A S	STOMI EQUIPMENT
V07A T	COSMETICS
V07A V	TECHNICAL DISINFECTANTS
V07A X	WASHING AGENTS ETC.
V07A Y	OTHER NON-THERAPEUTIC AUXILIARY PRODUCTS
V07A Z	CHEMICALS AND REAGENTS FOR ANALYSIS
V08	CONTRAST MEDIA
V08A	"X-RAY CONTRAST MEDIA, IODINATED"
V08A A	"WATERSOLUBLE, NEPHROTROPIC, HIGH OSMOLAR X-RAY CONTRAST MEDIA"
V08A A01	DIATRIZOIC ACID
V08A A02	METRIZOIC ACID
V08A A03	IODAMIDE
V08A A04	IOTALAMIC ACID
V08A A05	IOXITALAMIC ACID
V08A A06	IOGLICIC ACID
V08A A07	ACETRIZOIC ACID
V08A A08	IOCARMIC ACID
V08A A09	METHIODAL
V08A A10	DIODONE
V08A B	"WATERSOLUBLE, NEPHROTROPIC, LOW OSMOLAR X-RAY CONTRAST MEDIA"
V08A B01	METRIZAMIDE
V08A B02	IOHEXOL
