source	count	destination
Kendt mutation (SLB Vejle)	1	IGNORE
Pancreascancer panel (SLB Vejle)	1	IGNORE
Laktatdehydrogenase [LDH];Drænv	1	IGNORE
Latex rHev b 9 (k222)-IgE;P	1	IGNORE
Hvede rTri a 14 (f433)-IgE;P	1	IGNORE
Human immundefektvirus-Ab gruppe;P	1	IGNORE
Angiotensin II;P	1	IGNORE
Tumor Target (SLB Vejle)	1	IGNORE
2018-006 R KFE 17.20 Tail, Screen	1	IGNORE
HIV 1(RNA);P	1	IGNORE
2012-068 E EUROCONDOR Urin	1	IGNORE
14-3-3 protein;Csv	1	IGNORE
2002-033 RISK-OGGT-FU 10 year Urin	1	IGNORE
2010-029 C SLE visit 1,version 2	1	IGNORE
2010-030-003 4 mL EDTA x 3	1	IGNORE
2012-036 PEM LPL def. V2, URIN	1	IGNORE
Latex rHev b 1 (k215)-IgE;P	1	IGNORE
Latex rHev b 11 (k224)-IgE;P	1	IGNORE
Latex rHev b 3 (k217)-IgE;P	1	IGNORE
Latex rHev b 6.01 (k219)-IgE;P	1	IGNORE
Latex rHev b 8 (profilin) (k221)-IgE;P	1	IGNORE
Legionella [LUT] (Ag);U	1	IGNORE
Hvepsegift (i3)-IgG;P	1	IGNORE
Legionella pneumophila(ag);U	1	IGNORE
Leukocytter(mononukl.);Drænv	1	IGNORE
Leukocytter(mononukl.);Lkc(Dræn)	1	IGNORE
Leukocytter(polynukl.);Drænv	1	IGNORE
Leukocytter(polynukl.);Lkc(Dræn)	1	IGNORE
Lysegrøn Li Hep m gel 3,5 ml x 1	1	IGNORE
Laceyella sacchari (m42)-IgG;P	1	IGNORE
Kokosnød (f36)-IgE;P	1	IGNORE
Koagulum;Ledv	1	IGNORE
Huntington sygdom (HTT) (SLB Vejle)	1	IGNORE
2017-027 S Antitrypsin Biopsi BP DK	1	IGNORE
2017-042 S SIPHON BIOPSI Blodpr.	1	IGNORE
2016-080 G 4,0 mL EDTA x 2	1	IGNORE
2019-086 Å Biobank 1 DPYD RØD	1	IGNORE
2018-025 N Cannabis Diabetiker FB	1	IGNORE
2018-025 N Cannabis Diabetiker UB	1	IGNORE
2018-026 Q TRIM Vagt 15:00-07:00	1	IGNORE
2019-010 S Medier Sp 1,8 mL Nu SNAP	1	IGNORE
2019-010 S Medier Sp 4,5 mL Nu RNA	1	IGNORE
2019-010 S Medier Uri 4,5 mL Nu x 2	1	IGNORE
2019-064 Q 4 ml EDTA 1 af 2	1	IGNORE
2018-025 N 7 mL RØD x 2	1	IGNORE
2019-064 Q 4 ml tørglas 1 af 3	1	IGNORE
Antithrombin(IIa)(enz; thrombin); P	1	IGNORE
Atypisk pneumoni gruppe;P	1	IGNORE
B-EDTA lilla 9 ml x 1, BRCA	1	IGNORE
Diazepam;P	1	IGNORE
Diagnostiseret porfyriner	1	IGNORE
2018-025 N Cannabis Diabetiker EB	1	IGNORE
2018-015 L ESW FU 1/3 md	1	IGNORE
2016-080 G 4,0 mL EDTA x 1	1	IGNORE
2019-064 Q 4 ml EDTA 2 af 2	1	IGNORE
2019-035 J 2,7 mL Citrat 3 af 3	1	IGNORE
2019-035 J 2,7 mL Citrat 2 af 3	1	IGNORE
2019-035 J 2,7 mL Citrat 1 af 3	1	IGNORE
2019-064 Q 4 ml tørglas 3 af 3	1	IGNORE
2018-010 Å 2,5 mL PAX Brun/klar x 2	1	IGNORE
2019-064 Q 4 ml tørglas 2 af 3	1	IGNORE
2018-010 Å 5,0 mL GUL x 1	1	IGNORE
2018-026 Q TRIM dagtid 7:00-15:00	1	IGNORE
2018-010 Å Urinbeholder	1	IGNORE
2018-010 Å WN39658 Baseline	1	IGNORE
2018-010 Å WN39658 Screen	1	IGNORE
2018-010 Å WN39658 Urin	1	IGNORE
2018-010 Å WN39658 Week 24, ET	1	IGNORE
2018-015 L ESW Baseline urin	1	IGNORE
Denguevirus-Ab tolkning;P	1	IGNORE
Denguevirus(RNA og antistof)	1	IGNORE
DRP-5-Ab(IgG);P	1	IGNORE
Enterovirus-IgM;P	1	IGNORE
Cirkulerende antikoagulans(koag.);P	1	IGNORE
Enterovirus;Syst	1	IGNORE
Efavirenz;P	1	IGNORE
Endomysium-Ab(IgA);P	1	IGNORE
Ene (t6)-IgE;P	1	IGNORE
EDTA lilla 4 ml x 1, Tumorsfære	1	IGNORE
Erytrocytter (HbF-holdige);Erc(B)	1	IGNORE
DNA gemme(KF-lab)	1	IGNORE
Citrat BLÅ 2,7 ml x 2, NOAK	1	IGNORE
Escitalopram;P	1	IGNORE
Familieus.-KMT (1.donor);B	1	IGNORE
Familieus.-KMT HLA-klasse:B	1	IGNORE
Ferroxidase	1	IGNORE
Eng-rævehale (g16)-IgE;P	1	IGNORE
Chlamydophila pneumoniae-antistof;P	1	IGNORE
Chitinase;P	1	IGNORE
Finkefjer (e214)-IgE;P	1	IGNORE
Fibrin D-dimer - POCT;P	1	IGNORE
Histoplasma-Ab;P	1	IGNORE
EDTA k2 lilla 4 ml x 1, BoneBio	1	IGNORE
Cøliaki - suppl. v. IgA-mangel;P	1	IGNORE
Histamin Releasing test	1	IGNORE
Citron (f208)-IgE;P	1	IGNORE
Cladosporium cladosp. (m26-1)-IgG;P	1	IGNORE
Contactin-1-IgG;P	1	IGNORE
Contactin-2-IgG;P	1	IGNORE
Cystin;Lkc prot	1	IGNORE
Cytomegalovirus-antistof;P	1	IGNORE
Cøliaki vævstypebest. HLA DQ2 DQ8;P	1	IGNORE
Div.til diverse laboratorier	1	IGNORE
DAN-HEP Biobank	1	IGNORE
2019-035 J 4 mL EDTA 1 af 1	1	IGNORE
2019-035 J 4 mL EDTA 1 af 2	1	IGNORE
2019-035 J 4 mL EDTA 2 af 2	1	IGNORE
2018-054 B Biofreedom	1	IGNORE
2018-040 B 3 mL LiHep x 2	1	IGNORE
2018-040 B 4 mL EDTA x3	1	IGNORE
2018-040 B 6 mL TØR x 4	1	IGNORE
2018-040 B DIACAVAS BLOD	1	IGNORE
2018-030 B ADT	1	IGNORE
2018-050 R KFE12.18. ALINA ANÆMI	1	IGNORE
2018-058 R ACHILES Baseline	1	IGNORE
PSA frit/total;P	1	IGNORE
2019-007 Q MiRNA LTBI/TB	1	IGNORE
2019-010 S Med LBiop 1,8 mL Nu SNAP	1	IGNORE
2019-010 S Medier Fæcesrør x 2	1	IGNORE
Teknisk analyse 5, 25OHD3	1	IGNORE
2018-031 S 10 mL EDTA x 2	1	IGNORE
Teknisk FERO Svendborg	1	IGNORE
2018-040 B  DIACAVAS URIN	1	IGNORE
2018-034 R KFE18.08 PSA	1	IGNORE
2018-031 S DNA Visit 1	1	IGNORE
2018-040 B 6 mL Urin x 1	1	IGNORE
MDR mutationsanalyse;B	1	IGNORE
Endomysium-IgG;P	1	IGNORE
Macadamianød (f345)-IgE;P	1	IGNORE
Thioguanin;DNA	1	IGNORE
2019-025 J Astraeus Genotypning	1	IGNORE
2019-018 N STACEY	1	IGNORE
2019-018 N 4,0 mL Tørglas 1 af 1	1	IGNORE
2015-096 4 mL EDTA x 2	1	IGNORE
2015-096 J Clinical Markers in ILD	1	IGNORE
2015-101 N Kro Polyneuropati 2	1	IGNORE
2016-064 4,0 mL EDTA x 1	1	IGNORE
2016-064 4,0 mL RØD x 1	1	IGNORE
2016-064 I Kutan Lupus Ery	1	IGNORE
TP53-gen;DNA	1	IGNORE
PRNP-gen;DNA	1	IGNORE
2019-035 J Target-ABC Dag 0 A Blod	1	IGNORE
2019-086 Å DPYD 10 mL Rød 1 af 1	1	IGNORE
Tumorboard (SLB Vejle)	1	IGNORE
Honningbi Api m 10 (i217)-IgE;P	1	IGNORE
2018-015 L ESW Baseline blod	1	IGNORE
2019-064 Q Immundefekter	1	IGNORE
2019-086 Å DPYD 10 mL EDTA 1 af 1	1	IGNORE
2019-010 S Prof V0_baseli,V4_24 uge	1	IGNORE
2019-089 Å Biobank 2 DPYD EDTA	1	IGNORE
PR2015  CITRAT X 3	1	IGNORE
2020-00I Zabas Biobank	1	IGNORE
2020-038 E 4 ml EDTA 1 af 2	1	IGNORE
2020-038 E 4 ml EDTA 2 af 2	1	IGNORE
2019-064 Q 4 ml EDTA 1 af 1	1	IGNORE
2019-064 Q 10 ml Li-hep	1	IGNORE
2019-043 B ATH3G10-006 Glykeret Hb	1	IGNORE
Tek-rød KOL-OXI	1	IGNORE
THSD7A-IgG;P	1	IGNORE
Pr. 2010 DUAL(randomisering)	1	IGNORE
TEK-NUNC4,5 x 3	1	IGNORE
TEK-NUNC1,8 SPYT	1	IGNORE
TEK-4,5NUNC	1	IGNORE
TEK-1,8NUNC	1	IGNORE
Pr. 2010 DUAL(randomisering)(urin)	1	IGNORE
SyreBase og oxygen status kommentar	1	IGNORE
Pr. 2010 DUAL(run in mænd)(urin)	1	IGNORE
Pr. 2010 DUAL(run in mænd)+(EKG)	1	IGNORE
Sur fosfatase, prostatatype;P	1	IGNORE
Pr. 2012-023 PEM T2DM Testosteron	1	IGNORE
Thiopurin methyltrans.[TPMT];Erc(B)	1	IGNORE
Pr. 2003-025 Angioødem	1	IGNORE
Pr 2021 POLAR BEAR std. levertal	1	IGNORE
Tick-borne encephalitisv.-Ab(IgG);P	1	IGNORE
2022-00A MTL mikrobiom Biobank	1	IGNORE
60 kDa SS-A/Ro ribonucleoprotein-Ab(IgG)	1	IGNORE
AIP-gen;DNA	1	IGNORE
MSH3-gen;DNA	1	IGNORE
2015-053 B PREDICT V2, 14.45-06.30	1	IGNORE
O-Demethyltramadol konfirm;U	1	IGNORE
2013-065 M Diabetes BMD	1	IGNORE
Zopiclon N-oxid,konfirm;U	1	IGNORE
Vævstype før KMT;B	1	IGNORE
Vævstype,nyrepatient/donor, 2.type;P	1	IGNORE
MUTYH-gen;DNA	1	IGNORE
pO2 (Pt-temp.);P(nsB; aB)	1	IGNORE
Majs (f8)-IgE;P	1	IGNORE
Makrel (f206)-IgE;P	1	IGNORE
2014-001 B TROFI II 12-16 tim PCI	1	IGNORE
2014-001 B TROFI II 6-8 timer PCI	1	IGNORE
2014-007 B Aortastenose Visit 2	1	IGNORE
Osmotisk tryk-reak.(0h;102);Erc(B)	1	IGNORE
2013-074 Z LeukoPatch,Screen	1	IGNORE
2019-058 L Bone Post II	1	IGNORE
2017-062 B Flavour V1M,urin	1	IGNORE
Ærter (f12)-IgE;P	1	IGNORE
Teknisk analyse 12, 25OHD3	1	IGNORE
2020-00F PTSD dag 1 - spyt	1	IGNORE
2021-010 Å INDEED Tid 15-18 lille P	1	IGNORE
LGI1 Ab(IgG);Csv	1	IGNORE
LGI1-Ab(IgG);Csv	1	IGNORE
Lactat (teknisk);P(vB)	1	IGNORE
Zopiclon,konfirm;U	1	IGNORE
2019-058 L Bone Po 4 mL EDTA 2 af 2	1	IGNORE
2021-028 J 1,8 mL CITRAT 3 af 3	1	IGNORE
2021-028 J 10 mL EDTA 1 af 1	1	IGNORE
2019-033 D Streck rør 3 af 3	1	IGNORE
2019-049 N BUPROPION Almindelig	1	IGNORE
2019-055 Å ENGAGE	1	IGNORE
2019-058 L Bone Po 4 mL EDTA 1 af 2	1	IGNORE
2014-007 B Aortastenose Visit 3a	1	IGNORE
Valmuefrø, birkes (f224)-IgE;P	1	IGNORE
Vitamin B12(TC-bundet);P	1	IGNORE
Vævstype-familie;B	1	IGNORE
pH;P(nsB)	1	IGNORE
Yersinia enterocol.(O:3)-Ab(IgA);P	1	IGNORE
pH;P(nsB; aB)	1	IGNORE
2008-044 2,7 ml CITRAT x 2	1	IGNORE
2014-013 Rifaximin-Lever V 3 medier	1	IGNORE
2002-033 M RISK-OGGT-FU 10 year	1	IGNORE
West Nile-virus(RNA);P	1	IGNORE
2013-014 indstøbt biopsi	1	IGNORE
West Nile-virus-Ab(IgG);P	1	IGNORE
Osmotisk tryk-reak.(0h;187);Erc(B)	1	IGNORE
alfa-Hydroxyalprazolam,konfirm;U	1	IGNORE
Osmotisk tryk-reak.(0h;171);Erc(B)	1	IGNORE
Tick-borne encephalitisvirus-ab	1	IGNORE
Yersinia enterocol.(O:3)-Ab(IgG);P	1	IGNORE
Tværstribet muskel-Ab(IgG);P	1	IGNORE
Trombolyse-KFTT; P	1	IGNORE
Kromosomundersøgelse (postnatal)	1	IGNORE
Kromosomundersøgelse	1	IGNORE
2013-065 6 mL RØD x 4	1	IGNORE
2014-013 indstøbt biopsi	1	IGNORE
2014-013 fæcesrør  x 2	1	IGNORE
Kviksølv;B	1	IGNORE
2014-007 B Aortastenose Visit 1	1	IGNORE
Kuldeaggl.+Mycopl. pn.-Ab	1	IGNORE
2019-033 D PapSEEK	1	IGNORE
2019-015 U Hæmatomvæs 3,6 mL Nu x 2	1	IGNORE
2019-076 B 3 mL LiHe m/gel 2 af 2	1	IGNORE
2019-076 B 3 mL LiHe m/gel 1 af 2	1	IGNORE
Kortisol (90 min);P	1	IGNORE
Kortisol (45 min);P	1	IGNORE
NMDA Ab(IgG);Csv	1	IGNORE
2019-015 U Hæmatomvæske Medier V2	1	IGNORE
2019-015 U Hæmatomvæs 2,0 mL EDTA	1	IGNORE
West Nile-virus-Ab(IgM);P	1	IGNORE
Leukocytter;Sæd	1	IGNORE
2016-094 4 mL EDTA x 2	1	IGNORE
2016-094 4 mL RØD x 2	1	IGNORE
2014-013 1,8 mL NUNC rør	1	IGNORE
Liheparin 4 ml x 2, BIO-CAC	1	IGNORE
2014-013 1,8 mL NUNC rør x 1	1	IGNORE
2014-013 4,5 mL NUNC rør x 2	1	IGNORE
2015-015 3,0 mL LiHe X 3	1	IGNORE
2015-044-007 C DRB Sjøgrens syndrom	1	IGNORE
Mitragynine,konfirm;U	1	IGNORE
2015-026 4 mL EDTA x 1	1	IGNORE
2015-026 6mL MBLÅ x 1	1	IGNORE
2015-026 O Metalion OUH vs. ALS	1	IGNORE
2015-044-007 C 10 mL EDTA x 1	1	IGNORE
2015-044-007 C 6 mL Rød x 3	1	IGNORE
2016-094 3 mL Lihe x 2	1	IGNORE
2016-082 N DD2	1	IGNORE
2016-081 C Biobank MYOSCL_BIO1 EKG	1	IGNORE
Treponema pallidum fla.-Ab(IgM);Csv	1	IGNORE
2017-019 M DiabOsteo Urin	1	IGNORE
2017-019 M DiabOsteo Blod	1	IGNORE
2017-019 M 6 mL RØD x 2	1	IGNORE
2017-019 M 3 mL EDTA x 3	1	IGNORE
2017-001 KIA Marianne	1	IGNORE
2019-086 Å DPYD-gen grp (DPD); DNA	1	IGNORE
2019-076 B Biobank UPRO	1	IGNORE
2019-076 B 4 mL RØD 2 af 2	1	IGNORE
Zolpidem,konfirm;U	1	IGNORE
Zolpidem carboxylsyre,konfirm;U	1	IGNORE
Yersinia enterocolitica(O:9)-Ab:P	1	IGNORE
Toxoplasma gondii(DNA);Csv	1	IGNORE
Tramadol, konfirm;U	1	IGNORE
2015-015 S Colitis Del 2 IBD-aktiv	1	IGNORE
2015-015 4,0 mL EDTA x 3	1	IGNORE
Yersinia enterocol.(O:3)-Ab(IgM);P	1	IGNORE
2013-014 4,5 NUNC rør spyt	1	IGNORE
2010-030-003 Bio Screen	1	IGNORE
2010-030-004 3 mL GULgel x 4	1	IGNORE
Methylphenidat;U	1	IGNORE
Methæmoglobin(Fe);Hb(Fe;kB)	1	IGNORE
Morbillivirus-Ab(IgG)(0 1);P	1	IGNORE
Mycobacterium tuber. kompleks;Csv	1	IGNORE
Hemoglobin::Hæmoglobin(Fe);B(cvB)	1	Hemoglobin
2013-065 4 mL EDTA x 3	1	IGNORE
Potassium::Kalium-ion;P(cvB)	1	K+
Platelets::Thrombocytter;B	1	Platelets
Treponema pallidum flagellum-Ab;P	1	IGNORE
Meripro (u977)-IgE;P	1	IGNORE
2017-001 KIA 4,0 mL EDTA x 3	1	IGNORE
2010-030-004 4 mL EDTA x 3	1	IGNORE
2010-030-003 3,5 mL GUL x 4	1	IGNORE
2010-030-003 10 mL EDTA x 5	1	IGNORE
17-Hydroxykortikosteroid;Pt(U)	1	IGNORE
Morphin(høj cutoff),konfirm;U	1	IGNORE
2013-014 4,5 NUNC rør urin x 2	1	IGNORE
Glucose::Glucose;P(cvB)	1	Glucose
Sodium::Natrium-ion;P(cvB)	1	Na
Metabolisk screening;U	1	IGNORE
Metadon, konfirm;U	1	IGNORE
2013-014 S Leversygdom div. Inklusion	1	IGNORE
2014-091 Å Parkinson	1	IGNORE
2015-053 B PREDICT V1, 06.30-14.45	1	IGNORE
2016-081 C Biobank MYOSCL_BIO1	1	IGNORE
2016-081 4 mL RØD x 3	1	IGNORE
Undulat(serum,fjer,fæc.)(e90)-IgE;P	1	IGNORE
Udstrygningspræp., 2 stk farvede;B	1	IGNORE
UROD-gen;DNA	1	IGNORE
2019-033 D Streck rør 1 af 3	1	IGNORE
2019-033 D Streck rør 2 af 3	1	IGNORE
Adenovirus-Ab;P	1	IGNORE
Projekt Sophia EKG-EoI	1	IGNORE
Proins.C-peptid(glukagon i.v)gruppe	1	IGNORE
Pr2021 KOL-OXI	1	IGNORE
Pr2016 BoneBio baseline	1	IGNORE
Projekt LIFE-LUNG	1	IGNORE
Projekt MAHALE	1	IGNORE
PNMA2-Ab(IgG);P	1	IGNORE
Respiratorisk syncytialvirus-Ab;P	1	IGNORE
StratifyJCV;P	1	IGNORE
Reaktiv artritis pakke gruppe;P	1	IGNORE
Raps (w203)-IgE;P	1	IGNORE
Pyruvatkinase / Hb;B	1	IGNORE
Rickettsia-antistof	1	IGNORE
Ris (f9)-IgE;P	1	IGNORE
ProjektNGAL	1	IGNORE
Proinsulin C-peptid (6 min);P	1	IGNORE
Rødt tørglas 10 ml x 3	1	IGNORE
Teknisk analyse LA - LA-check mix;P	1	IGNORE
Treponema pallidum flagel-IgG;Csv	1	IGNORE
Peber (f280)-IgE;P	1	IGNORE
Tick-borne encephalitisv.-Ab(IgM);P	1	IGNORE
Tick-borne encephalitisvir(RNA);Csv	1	IGNORE
Tobramycin;P	1	IGNORE
Phl p 12, profilin (g212)-IgE;P	1	IGNORE
Transglutaminase-IgG;P	1	IGNORE
Treponema pallidum flagel-IgM;Csv	1	IGNORE
Projekt Pacific	1	IGNORE
Penicillium glabrum (m209)-IgE;P	1	IGNORE
Trimellitsyreanhydrid (k86)-IgE;P	1	IGNORE
Pr. 2015 DANRISK Esbjerg	1	IGNORE
Parathyrin relateret protein;P	1	IGNORE
SHS21-006 EDTA10 ml MASTER	1	IGNORE
P-2019-018 N 10 mL EDTA 1 af 1	1	IGNORE
Risperidon+9OH-Risperidon;P	1	IGNORE
MTHFR-gen (ALA222VAL);DNA	1	IGNORE
Projekt NOAK	1	IGNORE
Karnitin;P	1	IGNORE
Influenza B virus-Ab;P	1	IGNORE
KFNT ekstra eti til mikroprøver	1	IGNORE
Kakao (f93)-IgE;P	1	IGNORE
Kalium;Dialysev	1	IGNORE
Kammusling (f338)-IgE;P	1	IGNORE
CASR-gen (kendt mut);DNA	1	IGNORE
CDK4-gen;DNA	1	IGNORE
SERPING1-gen;DNA	1	IGNORE
CDR2-Ab(IgG);P	1	IGNORE
Amylasetype gruppe;P	1	IGNORE
Amphiphysin-Ab(IgG);P	1	IGNORE
Bartonella-Ab;P	1	IGNORE
Alpha-enolase-IgG;P	1	IGNORE
Afd. Y OUH: Tid til Belastningsus.	1	IGNORE
Influenza A virus-Ab;P	1	IGNORE
Immunglobulin A (kappa);P	1	IGNORE
INR::Koagulationsfaktor II+VII+X;P(kB)	1	IGNORE
Hypermutation CLL;B	1	IGNORE
Hvidløg (f47)-IgE;P	1	IGNORE
GABA-B receptor 1-Ab(IgG);P	1	IGNORE
Fytansyre (fedtsyre langk.);B	1	IGNORE
2020-046 B ARBAS 1+12+24mdr Hverdag	1	IGNORE
CASR-gen(screening)(kontrol;DNA	1	IGNORE
Bet v 2, Profilin (t216)-IgE;P	1	IGNORE
Bigift (i1)-IgG;P	1	IGNORE
Blod - citrat;B	1	IGNORE
Brun tør 9 ml x 1, OVH2N	1	IGNORE
Byg (g201)-IgE;P	1	IGNORE
Overflademarkør (panel 1);Trc(B)	1	IGNORE
Maleinsyreanhydrid (k210)-IgE;P	1	IGNORE
Overflademarkør akt.(panel2);Trc(B)	1	IGNORE
Pr. 2015 TREMEND	1	IGNORE
Pr.2018 PROMETHEUS UDEN BIOPS	1	IGNORE
Streptococcus pneumoniae(ag);P	1	IGNORE
Mycobakterium atyp(std+DNA);Sekr	1	IGNORE
2018-030 B 4,0 mL EDTA x 2	1	IGNORE
Neuroncellekerne Hu-Ab(IgG);P	1	IGNORE
Minkepitel (e203)-IgE;P	1	IGNORE
Zink;U	1	IGNORE
Neuropati M-komponent;P	1	IGNORE
Vandmelon (f329)-IgE;P	1	IGNORE
Tek Erythropoietin;P	1	IGNORE
Skyllev(Mund)-Pneumocystis jiroveciiDNA,arb.k.	1	IGNORE
PHPT-pakke;DNA	1	IGNORE
eGFR / 1,73m^2(CKD-EPI, CysC)	1	IGNORE
Proj-006 10 ml STRECK 2 af 2	1	IGNORE
Projekt E POCH MK 8931-017	1	IGNORE
Skimmelost (f82)-IgE;P	1	IGNORE
Projekt BRCA	1	IGNORE
Plasmodium(DNA) [malaria];Erc(B)	1	IGNORE
Teknisk Analyse GLK0 bestemmelse A	1	IGNORE
Osmotisk tryk-reak.(0h;137);Erc(B)	1	IGNORE
Thyroxin frit[T4];P(nsB)	1	IGNORE
Thrombocyt (HPA)-Ab;P	1	IGNORE
2019-007 Q MiRNA LTBI	1	IGNORE
2019-007 Q 10 mL EDTA 3 af 3	1	IGNORE
2019-007 Q 10 mL EDTA 2 af 3	1	IGNORE
2019-007 Q 10 mL EDTA 1 af 3	1	IGNORE
Osmotisk tryk-reak.(0h;153);Erc(B)	1	IGNORE
2018-055 B Dan-Heart Screen	1	IGNORE
2017-062 B Flavour V1M,blod	1	IGNORE
2017-042 S LiverScreen	1	IGNORE
2020-052 M 10 mL Urin 1 af 1	1	IGNORE
Temazepam,konfirm;U	1	IGNORE
Teknisk analyse til LA - LA-check;P	1	IGNORE
Teknisk analyse LA - PTTLA Screen	1	IGNORE
Skimmelsvamp (m3;36;207;228)-IgE;P	1	IGNORE
Projekt 5-FU-DNA	1	IGNORE
SHS21-006 RØD 6 ml MASTER	1	IGNORE
analyses::analyses_unfiltered	1	IGNORE
Motorisk neuropati(GM1-asialo)-Ab;P	1	IGNORE
Motorisk neuropati(GM1)-Ab;P	1	IGNORE
Neurofascin-155-Ab;P	1	IGNORE
Natrium;Dialysev	1	IGNORE
Motorisk neuropati(GD1b)-Ab;P	1	IGNORE
Motorisk neuropati(GD1a)-Ab;P	1	IGNORE
Sertindol;P	1	IGNORE
Proj-006 KFE 18.14 SUPE-R	1	IGNORE
Proj-003 Y 4 mL EDTA 1 af 1	1	IGNORE
Proj-003 Y 10 mL EDTA 1 af 1	1	IGNORE
Stratify JCV;Csv	1	IGNORE
Projekt PID ved CRS	1	IGNORE
SHS21-006 MASTER	1	IGNORE
Projekt OP-363 Spondylarthropati	1	IGNORE
Motorisk neuropati(GQ1b)-Ab;P	1	IGNORE
Neurofascin-186-Ab;P	1	IGNORE
Y-deletioner	1	IGNORE
Methotrexat/Hæmoglobin;Erc(B)	1	IGNORE
Melon (f87)-IgE;P	1	IGNORE
Methyltetrahyd. Anhyd. (k211)-IgE;P	1	IGNORE
pH;Dialysev	1	IGNORE
Mycobacterium(std);Sekr	1	IGNORE
NOVA1-Ab(IgG);P	1	IGNORE
Mycoplasma pneumoniae-antistof(liste);P	1	IGNORE
NGC sjældne sygdomme børn og unge	1	IGNORE
P-Teknisk beta-2-Microglobulin	1	IGNORE
Mumps rubulavirus-Ab;P	1	IGNORE
Zink;Pt(U)	1	IGNORE
Neuron-specifik enolase[NSE];Csv	1	IGNORE
Projekt Keynote 355 tumormarkør	1	IGNORE
Proj-006 10 ml STRECK 1 af 2	1	IGNORE
Ølgær (f45)-IgE;P	1	IGNORE
