"icd","ccs","ccsdesc","icddesc","icdvers"
"8855","47","Cardiac cath","CORONAR ARTERIOGR-1 CATH","ICD-9-CM"
"8856","47","Cardiac cath","CORONAR ARTERIOGR-2 CATH","ICD-9-CM"
"8857","47","Cardiac cath","CORONARY ARTERIOGRAM NEC","ICD-9-CM"
"8858","191","Ot arterio","NEGATVE-CONTR CARDIOGRAM","ICD-9-CM"
"8859","226","Ot Dx rad","INTRA-OP FLUOR VASC ANGI (Begin 2007)","ICD-9-CM"
"8860","191","Ot arterio","CONTRAST PHLEBOGRAM NOS","ICD-9-CM"
"8861","191","Ot arterio","CONTR PHLEBOGRAM-HD/NECK","ICD-9-CM"
"8862","191","Ot arterio","CONTR PHLEBOGRAM-PULMON","ICD-9-CM"
"8863","191","Ot arterio","THORAC CONTR PHLEBOG NEC","ICD-9-CM"
"8864","191","Ot arterio","PORTAL CONTR PHLEBOGRAM","ICD-9-CM"
"8865","191","Ot arterio","ABD CONTR PHLEBOGRAM NEC","ICD-9-CM"
"8866","191","Ot arterio","CONTRAST PHLEBOGRAM-LEG","ICD-9-CM"
"8867","191","Ot arterio","CONTRAST PHLEBOGRAM NEC","ICD-9-CM"
"8868","191","Ot arterio","IMPEDANCE PHLEBOGRAM","ICD-9-CM"
"8871","192","Dx US head","DX ULTRASOUND-HEAD/NECK","ICD-9-CM"
"8872","193","Echocardiogr","DX ULTRASOUND-HEART","ICD-9-CM"
"8873","197","Ot Dx US","DX ULTRASOUND-THORAX NEC","ICD-9-CM"
"8874","194","Dx US GI","DX ULTRASOUND-DIGESTIVE","ICD-9-CM"
"8875","195","Dx US urin","DX ULTRASOUND-URINARY","ICD-9-CM"
"8876","196","Dx US abd","DX ULTRASOUND-ABDOMEN","ICD-9-CM"
"8877","197","Ot Dx US","DX ULTRASOUND-VASCULAR","ICD-9-CM"
"8878","197","Ot Dx US","DX ULTRASOUND-GRAV UTER","ICD-9-CM"
"8879","197","Ot Dx US","DX ULTRASOUND NEC","ICD-9-CM"
"8881","226","Ot Dx rad","CEREBRAL THERMOGRAPHY","ICD-9-CM"
"8882","226","Ot Dx rad","OCULAR THERMOGRAPHY","ICD-9-CM"
"8883","226","Ot Dx rad","BONE THERMOGRAPHY","ICD-9-CM"
"8884","226","Ot Dx rad","MUSCLE THERMOGRAPHY","ICD-9-CM"
"8885","226","Ot Dx rad","BREAST THERMOGRAPHY","ICD-9-CM"
"8886","226","Ot Dx rad","BLOOD VESSEL THERMOGRAPH","ICD-9-CM"
"8889","226","Ot Dx rad","THERMOGRAPHY NEC","ICD-9-CM"
"8890","226","Ot Dx rad","DIAGNOSTIC IMAGING NOS (Begin 1986)","ICD-9-CM"
"8891","198","MRI","MRI OF BRAIN & BRAINSTEM (Begin 1986)","ICD-9-CM"
"8892","198","MRI","MRI CHEST & HEART (Begin 1986)","ICD-9-CM"
"8893","198","MRI","MRI SPINAL CANAL (Begin 1986)","ICD-9-CM"
"8894","198","MRI","MRI MUSCULOSKELETAL (Begin 1986)","ICD-9-CM"
"8895","198","MRI","MRI PELVIS;PROSTATE;BLAD (Begin 1986)","ICD-9-CM"
"8896","198","MRI","OTH INTRAOPERTVE MAGNC RESONANCE IMGING (Begin 2002)","ICD-9-CM"
"8897","198","MRI","MAGNETIC RES IMAGE UNSP (Begin 1989)","ICD-9-CM"
"8898","226","Ot Dx rad","BONE MINERAL DENSITY (Begin 1989)","ICD-9-CM"
"8899","198","MRI","MRI OTH UNSPEC (Begin 1986 End 1989)","ICD-9-CM"
"8901","227","Oth diag procs","BRIEF INTERVIEW & EVALUA","ICD-9-CM"
"8902","227","Oth diag procs","LIMITED INTERVIEW/EVALUA","ICD-9-CM"
"8903","227","Oth diag procs","COMPREHEN INTERVIEW/EVAL","ICD-9-CM"
"8904","227","Oth diag procs","INTERVIEW & EVALUAT NEC","ICD-9-CM"
"8905","227","Oth diag procs","INTERVIEW & EVALUAT NOS","ICD-9-CM"
"8906","227","Oth diag procs","LIMITED CONSULTATION","ICD-9-CM"
"8907","227","Oth diag procs","COMPREHENSIVE CONSULTAT","ICD-9-CM"
"8908","227","Oth diag procs","CONSULTATION NEC","ICD-9-CM"
"8909","227","Oth diag procs","CONSULTATION NOS","ICD-9-CM"
"8910","227","Oth diag procs","INTRACAROT AMOBARB TEST (Begin 1989)","ICD-9-CM"
"8911","227","Oth diag procs","TONOMETRY","ICD-9-CM"
"8912","227","Oth diag procs","NASAL FUNCTION STUDY","ICD-9-CM"
"8913","227","Oth diag procs","NEUROLOGIC EXAMINATION","ICD-9-CM"
"8914","199","EEG","ELECTROENCEPHALOGRAM","ICD-9-CM"
"8915","227","Oth diag procs","NEUROLOGIC FUNC TEST NEC","ICD-9-CM"
"8916","227","Oth diag procs","SKULL TRANSILLUMINAT","ICD-9-CM"
"8917","227","Oth diag procs","POLYSOMNOGRAM (Begin 1988)","ICD-9-CM"
"8918","227","Oth diag procs","OTH SLEEP DIS FUNCT TEST (Begin 1988)","ICD-9-CM"
"8919","227","Oth diag procs","VIDEO/RADIO EEG MONITOR (Begin 1989)","ICD-9-CM"
"8921","227","Oth diag procs","URINARY MANOMETRY","ICD-9-CM"
"8922","227","Oth diag procs","CYSTOMETROGRAM","ICD-9-CM"
"8923","227","Oth diag procs","URETHRAL SPHINCTER EMG","ICD-9-CM"
"8924","227","Oth diag procs","UROFLOWMETRY","ICD-9-CM"
"8925","227","Oth diag procs","URETHRAL PRESSURE PROFIL","ICD-9-CM"
"8926","227","Oth diag procs","GYNECOLOGIC EXAMINATION","ICD-9-CM"
"8929","200","Nonop urin","OTHER GU SYSTEM EXAMS","ICD-9-CM"
"8931","227","Oth diag procs","DENTAL EXAMINATION","ICD-9-CM"
"8932","227","Oth diag procs","ESOPHAGEAL MANOMETRY","ICD-9-CM"
"8933","227","Oth diag procs","DIGITAL ENTEROSTOMY EXAM","ICD-9-CM"
"8934","227","Oth diag procs","DIGITAL RECTAL EXAM","ICD-9-CM"
"8935","227","Oth diag procs","NASAL SINUS TRANSILLUMIN","ICD-9-CM"
"8936","227","Oth diag procs","MANUAL EXAM OF BREAST","ICD-9-CM"
"8937","227","Oth diag procs","VITAL CAPACITY DETERMIN","ICD-9-CM"
"8938","227","Oth diag procs","RESPIRATORY MEASURE NEC","ICD-9-CM"
"8939","227","Oth diag procs","NONOPERATIVE EXAMS NEC","ICD-9-CM"
"8941","201","Stress tests","TREADMILL STRESS TEST","ICD-9-CM"
"8942","201","Stress tests","MASTERS  2-STEP TEST","ICD-9-CM"
"8943","201","Stress tests","BICYCLE ERGOMETER TEST","ICD-9-CM"
"8944","201","Stress tests","CARDIAC STRESS TEST NEC","ICD-9-CM"
"8945","227","Oth diag procs","PACEMAKER RATE CHECK","ICD-9-CM"
"8946","227","Oth diag procs","PACEMAKER WAVE FORM CHCK","ICD-9-CM"
"8947","227","Oth diag procs","PACEMAKER IMPEDANCE CHCK","ICD-9-CM"
"8948","227","Oth diag procs","PACEMAKER VOLT THRESHOLD","ICD-9-CM"
"8949","227","Oth diag procs","PACEMAKER SLEW RATE CHCK (Begin 2004 End 1992)","ICD-9-CM"
"8950","227","Oth diag procs","AMBU CARDIAC MONITORING (Begin 1991)","ICD-9-CM"
"8951","202","EKG","RHYTHM ELECTROCARDIOGRAM","ICD-9-CM"
"8952","202","EKG","ELECTROCARDIOGRAM","ICD-9-CM"
"8953","227","Oth diag procs","VECTORCARDIOGRAM","ICD-9-CM"
"8954","203","EKG monitor","ELECTROCARDIOGRAPH MONIT","ICD-9-CM"
"8955","227","Oth diag procs","PHONOCARDIOGRAM","ICD-9-CM"
"8956","227","Oth diag procs","CAROTID PULSE TRACING","ICD-9-CM"
"8957","227","Oth diag procs","APEXCARDIOGRAM","ICD-9-CM"
"8958","227","Oth diag procs","PLETHYSMOGRAM","ICD-9-CM"
"8959","227","Oth diag procs","NONOP CARDIAC/VASC EXAM","ICD-9-CM"
"8960","205","ABG","-CONT INTRA-ART BLD GAS MEASURE (Begin 2002)","ICD-9-CM"
"8961","227","Oth diag procs","ARTERIAL PRESSURE MONIT","ICD-9-CM"
"8962","227","Oth diag procs","CVP MONITORING","ICD-9-CM"
"8963","227","Oth diag procs","PULMON ART PRESS MONITOR","ICD-9-CM"
"8964","204","Swan-Ganz","PULMON ART WEDGE MONITOR","ICD-9-CM"
"8965","205","ABG","ARTERIAL BLD GAS MEASURE","ICD-9-CM"
"8966","227","Oth diag procs","MIX VENOUS BLD GAS MEAS","ICD-9-CM"
"8967","227","Oth diag procs","OXYGEN CONSUMPTION MONIT","ICD-9-CM"
"8968","227","Oth diag procs","MON CAR OUTPUT (DIL TECH)- (Begin 1989)","ICD-9-CM"
"8969","227","Oth diag procs","CORONARY BLD FLOW MONIT","ICD-9-CM"
"897","227","Oth diag procs","GENERAL PHYSICAL EXAM","ICD-9-CM"
"898","227","Oth diag procs","AUTOPSY","ICD-9-CM"
"9001","206","Bacter smear","BACT SMEAR-NERVOUS SYST","ICD-9-CM"
"9002","206","Bacter smear","CULTURE-NERVOUS SYST","ICD-9-CM"
"9003","206","Bacter smear","C & S-NERVOUS SYST","ICD-9-CM"
"9004","206","Bacter smear","PARASITOLOGY-NERV SYST","ICD-9-CM"
"9005","206","Bacter smear","TOXICOLOGY-NERVOUS SYST","ICD-9-CM"
"9006","206","Bacter smear","CELL BLK/PAP-NERVOUS SYS","ICD-9-CM"
"9009","206","Bacter smear","MICRO EXAM-NERVOUS NEC","ICD-9-CM"
"9011","206","Bacter smear","BACT SMEAR-ENDOCRINE","ICD-9-CM"
"9012","206","Bacter smear","CULTURE-ENDOCRINE","ICD-9-CM"
"9013","206","Bacter smear","C & S-ENDOCRINE","ICD-9-CM"
"9014","206","Bacter smear","PARASITOLOGY-ENDOCRINE","ICD-9-CM"
"9015","206","Bacter smear","TOXICOLOGY-ENDOCRINE","ICD-9-CM"
"9016","206","Bacter smear","CELL BLOCK/PAP-ENDOCRINE","ICD-9-CM"
"9019","206","Bacter smear","MICRO EXAM-ENDOCRINE NEC","ICD-9-CM"
"9021","206","Bacter smear","BACT SMEAR-EYE","ICD-9-CM"
"9022","206","Bacter smear","CULTURE-EYE","ICD-9-CM"
"9023","206","Bacter smear","C & S-EYE","ICD-9-CM"
"9024","206","Bacter smear","PARASITOLOGY-EYE","ICD-9-CM"
"9025","206","Bacter smear","TOXICOLOGY-EYE","ICD-9-CM"
"9026","206","Bacter smear","CELL BLOCK/PAP-EYE","ICD-9-CM"
"9029","206","Bacter smear","MICRO EXAM-EYE NEC","ICD-9-CM"
"9031","206","Bacter smear","BACT SMEAR-ENT/LARYNX","ICD-9-CM"
"9032","206","Bacter smear","CULTURE-ENT/LARYNX","ICD-9-CM"
"9033","206","Bacter smear","C & S-ENT/LARYNX","ICD-9-CM"
"9034","206","Bacter smear","PARASITOLOGY-ENT/LARYNX","ICD-9-CM"
"9035","206","Bacter smear","TOXICOLOGY-ENT/LARYNX","ICD-9-CM"
"9036","206","Bacter smear","CELL BLOCK/PAP-ENT/LARYN","ICD-9-CM"
"9039","206","Bacter smear","MICRO EXAM-ENT/LARYN NEC","ICD-9-CM"
"9041","206","Bacter smear","BACT SMEAR-LOWER RESP","ICD-9-CM"
"9042","206","Bacter smear","CULTURE-LOWER RESP","ICD-9-CM"
"9043","206","Bacter smear","C & S-LOWER RESP","ICD-9-CM"
"9044","206","Bacter smear","PARASITOLOGY-LOWER RESP","ICD-9-CM"
"9045","206","Bacter smear","TOXICOLOGY-LOWER RESP","ICD-9-CM"
"9046","206","Bacter smear","CELL BLOCK/PAP-LOWR RESP","ICD-9-CM"
"9049","206","Bacter smear","MICRO EXAM-LOWR RESP NEC","ICD-9-CM"
"9051","206","Bacter smear","BACT SMEAR-BLOOD","ICD-9-CM"
"9052","206","Bacter smear","CULTURE-BLOOD","ICD-9-CM"
"9053","206","Bacter smear","C & S-BLOOD","ICD-9-CM"
"9054","206","Bacter smear","PARASITOLOGY-BLOOD","ICD-9-CM"
"9055","206","Bacter smear","TOXICOLOGY-BLOOD","ICD-9-CM"
"9056","206","Bacter smear","CELL BLOCK/PAP-BLOOD","ICD-9-CM"
"9059","206","Bacter smear","MICRO EXAM-BLOOD NEC","ICD-9-CM"
"9061","206","Bacter smear","BACT SMEAR-SPLEEN/MARROW","ICD-9-CM"
"9062","206","Bacter smear","CULTURE-SPLEEN/MARROW","ICD-9-CM"
"9063","206","Bacter smear","C & S-SPLEEN/MARROW","ICD-9-CM"
"9064","206","Bacter smear","PARASITOL-SPLEEN/MARROW","ICD-9-CM"
"9065","206","Bacter smear","TOXICOLOGY-SPLEEN/MARROW","ICD-9-CM"
"9066","206","Bacter smear","CELL BLK/PAP-SPLEEN/MARR","ICD-9-CM"
"9069","206","Bacter smear","MICRO EXAM-SPLN/MARR NEC","ICD-9-CM"
"9071","206","Bacter smear","BACT SMEAR-LYMPH SYSTEM","ICD-9-CM"
"9072","206","Bacter smear","CULTURE-LYMPH SYSTEM","ICD-9-CM"
"9073","206","Bacter smear","C & S-LYMPH SYSTEM","ICD-9-CM"
"9074","206","Bacter smear","PARASITOLOGY-LYMPH SYS","ICD-9-CM"
"9075","206","Bacter smear","TOXICOLOGY-LYMPH SYSTEM","ICD-9-CM"
"9076","206","Bacter smear","CELL BLK/PAP-LYMPH SYS","ICD-9-CM"
"9079","206","Bacter smear","MICRO EXAM-LYMPH SYS NEC","ICD-9-CM"
"9081","206","Bacter smear","BACT SMEAR-UPPER GI","ICD-9-CM"
"9082","206","Bacter smear","CULTURE-UPPER GI","ICD-9-CM"
"9083","206","Bacter smear","C & S-UPPER GI","ICD-9-CM"
"9084","206","Bacter smear","PARASITOLOGY-UPPER GI","ICD-9-CM"
"9085","206","Bacter smear","TOXICOLOGY-UPPER GI","ICD-9-CM"
"9086","206","Bacter smear","CELL BLK/PAP-UPPER GI","ICD-9-CM"
"9089","206","Bacter smear","MICRO EXAM-UPPER GI NEC","ICD-9-CM"
"9091","206","Bacter smear","BACT SMEAR-LOWER GI","ICD-9-CM"
"9092","206","Bacter smear","CULTURE-LOWER GI","ICD-9-CM"
"9093","206","Bacter smear","C & S-LOWER GI","ICD-9-CM"
"9094","206","Bacter smear","PARASITOLOGY-LOWER GI","ICD-9-CM"
"9095","206","Bacter smear","TOXICOLOGY-LOWER GI","ICD-9-CM"
"9096","206","Bacter smear","CELL BLK/PAP-LOWER GI","ICD-9-CM"
"9099","206","Bacter smear","MICRO EXAM-LOWER GI NEC","ICD-9-CM"
"9101","206","Bacter smear","BACT SMEAR-BILI/PANCREAS","ICD-9-CM"
"9102","206","Bacter smear","CULTURE-BILI/PANCREAS","ICD-9-CM"
"9103","206","Bacter smear","C & S-BILI/PANCREAS","ICD-9-CM"
"9104","206","Bacter smear","PARASITOLOGY-BILI/PANCR","ICD-9-CM"
"9105","206","Bacter smear","TOXICOLOGY-BILI/PANCREAS","ICD-9-CM"
"9106","206","Bacter smear","CELL BLK/PAP-BILI/PANCRE","ICD-9-CM"
"9109","206","Bacter smear","MICRO EXAM-BILI/PANC NEC","ICD-9-CM"
"9111","206","Bacter smear","BACT SMEAR-PERITONEUM","ICD-9-CM"
"9112","206","Bacter smear","CULTURE-PERITONEUM","ICD-9-CM"
"9113","206","Bacter smear","C & S-PERITONEUM","ICD-9-CM"
"9114","206","Bacter smear","PARASITOLOGY-PERITONEUM","ICD-9-CM"
"9115","206","Bacter smear","TOXICOLOGY-PERITONEUM","ICD-9-CM"
"9116","206","Bacter smear","CELL BLK/PAP-PERITONEUM","ICD-9-CM"
"9119","206","Bacter smear","MICRO EXAM-PERITON NEC","ICD-9-CM"
"9121","206","Bacter smear","BACT SMEAR-UPPER URINARY","ICD-9-CM"
"9122","206","Bacter smear","CULTURE-UPPER URINARY","ICD-9-CM"
"9123","206","Bacter smear","C & S-UPPER URINARY","ICD-9-CM"
"9124","206","Bacter smear","PARASITOLOGY-UPPER URIN","ICD-9-CM"
"9125","206","Bacter smear","TOXICOLOGY-UPPER URINARY","ICD-9-CM"
"9126","206","Bacter smear","CELL BLK/PAP-UPPER URIN","ICD-9-CM"
"9129","206","Bacter smear","MICRO EXAM-UPPR URIN NEC","ICD-9-CM"
"9131","206","Bacter smear","BACT SMEAR-LOWER URINARY","ICD-9-CM"
"9132","206","Bacter smear","CULTURE-LOWER URINARY","ICD-9-CM"
"9133","206","Bacter smear","C & S-LOWER URINARY","ICD-9-CM"
"9134","206","Bacter smear","PARASITLOLGY-LOWER URIN","ICD-9-CM"
"9135","206","Bacter smear","TOXICOLOGY-LOWER URINARY","ICD-9-CM"
"9136","206","Bacter smear","CELL BLK/PAP-LOWER URIN","ICD-9-CM"
"9139","206","Bacter smear","MICRO EXAM-LOW URIN NEC","ICD-9-CM"
"9141","206","Bacter smear","BACT SMEAR-FEMALE GENIT","ICD-9-CM"
"9142","206","Bacter smear","CULTURE-FEMALE GENITAL","ICD-9-CM"
"9143","206","Bacter smear","C & S-FEMALE GENITAL","ICD-9-CM"
"9144","206","Bacter smear","PARASITOLOGY-FEMALE GEN","ICD-9-CM"
"9145","206","Bacter smear","TOXICOLOGY-FEMALE GENIT","ICD-9-CM"
"9146","206","Bacter smear","CELL BLK/PAP-FEMALE GEN","ICD-9-CM"
"9149","206","Bacter smear","MICRO EXAM-FEMAL GEN NEC","ICD-9-CM"
"9151","206","Bacter smear","BACT SMEAR-MUSCULOSKEL","ICD-9-CM"
"9152","206","Bacter smear","CULTURE-MUSCULOSKELETAL","ICD-9-CM"
"9153","206","Bacter smear","C & S-MUSCULOSKELETAL","ICD-9-CM"
"9154","206","Bacter smear","PARASITOLOGY-MUSCULOSKEL","ICD-9-CM"
"9155","206","Bacter smear","TOXICOLOGY-MUSCULOSKEL","ICD-9-CM"
"9156","206","Bacter smear","CELL BLK/PAP-MUSCULOSKEL","ICD-9-CM"
"9159","206","Bacter smear","MICRO EXAM-MUSCULOSK NEC","ICD-9-CM"
"9161","206","Bacter smear","BACT SMEAR-INTEGUMENT","ICD-9-CM"
"9162","206","Bacter smear","CULTURE-INTEGUMENT","ICD-9-CM"
"9163","206","Bacter smear","C & S-INTEGUMENT","ICD-9-CM"
"9164","206","Bacter smear","PARASITOLOGY-INTEGUMENT","ICD-9-CM"
"9165","206","Bacter smear","TOXICOLOGY-INTEGUMENT","ICD-9-CM"
"9166","206","Bacter smear","CELL BLK/PAP-INTEGUMENT","ICD-9-CM"
"9169","206","Bacter smear","MICRO EXAM-INTEGUMEN NEC","ICD-9-CM"
"9171","206","Bacter smear","BACT SMEAR-OP WOUND","ICD-9-CM"
"9172","206","Bacter smear","CULTURE-OP WOUND","ICD-9-CM"
"9173","206","Bacter smear","C & S-OP WOUND","ICD-9-CM"
"9174","206","Bacter smear","PARASITOLOGY-OP WOUND","ICD-9-CM"
"9175","206","Bacter smear","TOXICOLOGY-OP WOUND","ICD-9-CM"
"9176","206","Bacter smear","CELL BLK/PAP-OP WOUND","ICD-9-CM"
"9179","206","Bacter smear","MICRO EXAM-OP WOUND NEC","ICD-9-CM"
"9181","206","Bacter smear","BACT SMEAR NEC","ICD-9-CM"
"9182","206","Bacter smear","CULTURE NEC","ICD-9-CM"
"9183","206","Bacter smear","C & S NEC","ICD-9-CM"
"9184","206","Bacter smear","PARASITOLOGY NEC","ICD-9-CM"
"9185","206","Bacter smear","TOXICOLOGY NEC","ICD-9-CM"
"9186","206","Bacter smear","CELL BLK/PAP NEC","ICD-9-CM"
"9189","206","Bacter smear","MICRO EXAM NEC","ICD-9-CM"
"9191","206","Bacter smear","BACT SMEAR NOS","ICD-9-CM"
"9192","206","Bacter smear","CULTURE NOS","ICD-9-CM"
"9193","206","Bacter smear","C & S NOS","ICD-9-CM"
"9194","206","Bacter smear","PARASITOLOGY NOS","ICD-9-CM"
"9195","206","Bacter smear","TOXICOLOGY NOS","ICD-9-CM"
"9196","206","Bacter smear","CELL BLK/PAP NOS","ICD-9-CM"
"9199","206","Bacter smear","MICRO EXAM NOS","ICD-9-CM"
"9201","209","Non img nuc probe","THYROID SCAN/ISOTOP FUNC","ICD-9-CM"
"9202","209","Non img nuc probe","LIVER SCAN/ISOTOPE FUNCT","ICD-9-CM"
"9203","209","Non img nuc probe","RENAL SCAN/ISOTOPE FUNCT","ICD-9-CM"
"9204","209","Non img nuc probe","GI SCAN & ISOTOPE FUNCT","ICD-9-CM"
"9205","209","Non img nuc probe","C-VASC SCAN/ISOTOP FUNCT","ICD-9-CM"
"9209","209","Non img nuc probe","OTHER ISOTOPE FUNCTION","ICD-9-CM"
"9211","210","Oth nuclear image","CEREBRAL SCAN","ICD-9-CM"
"9212","210","Oth nuclear image","HEAD SCAN NEC","ICD-9-CM"
"9213","210","Oth nuclear image","PARATHYROID SCAN","ICD-9-CM"
"9214","207","Nuclear img bone","BONE SCAN","ICD-9-CM"
"9215","208","Nuclear img pulm","PULMONARY SCAN","ICD-9-CM"
"9216","210","Oth nuclear image","LYMPHATIC SYSTEM SCAN","ICD-9-CM"
"9217","210","Oth nuclear image","PLACENTAL SCAN","ICD-9-CM"
"9218","210","Oth nuclear image","TOTAL BODY SCAN","ICD-9-CM"
"9219","210","Oth nuclear image","SCAN OF OTHER SITES","ICD-9-CM"
"9220","211","Radiation therapy","INF LIQUID BRACHY ISOTOP (Begin 2005)","ICD-9-CM"
"9221","211","Radiation therapy","SUPERFICIAL RADIATION","ICD-9-CM"
"9222","211","Radiation therapy","ORTHOVOLTAGE RADIATION","ICD-9-CM"
"9223","211","Radiation therapy","RADIOISOT TELERADIOTHER","ICD-9-CM"
"9224","211","Radiation therapy","TELERADIO (PROTONS) (Begin 1991)","ICD-9-CM"
"9225","211","Radiation therapy","ELECTRON TELERADIOTHERAP","ICD-9-CM"
"9226","211","Radiation therapy","PARTICUL TELERADIOTH NEC","ICD-9-CM"
"9227","211","Radiation therapy","RADIOACTIVE ELEM IMPLANT","ICD-9-CM"
"9228","211","Radiation therapy","ISOTOPE INJECT/INSTILL","ICD-9-CM"
"9229","211","Radiation therapy","RADIOTHERAPEUT PROC NEC","ICD-9-CM"
"923","231","Ot Rx procs","STEREOTACT RADIOSURGERY (Begin 1995 End 1998)","ICD-9-CM"
"9230","231","Ot Rx procs","STEREOTACTIC RADIOSURG NOS (Begin 1998)","ICD-9-CM"
"9231","231","Ot Rx procs","SINGL SOURC PHOTON RADIOSURG (Begin 1998)","ICD-9-CM"
"9232","231","Ot Rx procs","MULTISOURC PHOTON RADIOSURG (Begin 1998)","ICD-9-CM"
"9233","231","Ot Rx procs","PARTICULATE RADIOSURG (Begin 1998)","ICD-9-CM"
"9239","231","Ot Rx procs","STEREOTACTIC RADIOSURG NEC (Begin 1998)","ICD-9-CM"
"9241","211","Radiation therapy","INTRA-OP ELECTRON RAD RX (Begin 2007)","ICD-9-CM"
"9301","212","Dx PT","FUNCTIONAL PT EVALUATION","ICD-9-CM"
"9302","212","Dx PT","ORTHOTIC EVALUATION","ICD-9-CM"
"9303","212","Dx PT","PROSTHETIC EVALUATION","ICD-9-CM"
"9304","212","Dx PT","MANUAL MUSCLE FUNCT TEST","ICD-9-CM"
"9305","212","Dx PT","RANGE OF MOTION TESTING","ICD-9-CM"
"9306","212","Dx PT","LIMB LENGTH MEASUREMENT","ICD-9-CM"
"9307","212","Dx PT","BODY MEASUREMENT","ICD-9-CM"
"9308","212","Dx PT","ELECTROMYOGRAPHY","ICD-9-CM"
"9309","212","Dx PT","OTHER DX PT PROCEDURE","ICD-9-CM"
"9311","213","PT","ASSISTING EXERCISE","ICD-9-CM"
"9312","213","PT","ACTIV MUSCULOSK EXER NEC","ICD-9-CM"
"9313","213","PT","RESISTIVE EXERCISE","ICD-9-CM"
"9314","213","PT","JOINT MOVEMENT TRAINING","ICD-9-CM"
"9315","213","PT","MOBILIZATION OF SPINE","ICD-9-CM"
"9316","213","PT","OTHER JOINT MOBILIZATION","ICD-9-CM"
"9317","213","PT","PASS MUSCULOSK EXER NEC","ICD-9-CM"
"9318","213","PT","PT BREATHING EXERCISE","ICD-9-CM"
"9319","213","PT","PT EXERCISE NEC","ICD-9-CM"
"9321","213","PT","MANUAL & MECHAN TRACTION","ICD-9-CM"
"9322","213","PT","AMBULAT & GAIT TRAINING","ICD-9-CM"
"9323","213","PT","ORTHOTIC DEVICE FITTING","ICD-9-CM"
"9324","213","PT","PROSTHET/ORTHOT TRAINING","ICD-9-CM"
"9325","213","PT","FORCED LIMB EXTENSION","ICD-9-CM"
"9326","213","PT","MANUAL RUPT JOINT ADHES","ICD-9-CM"
"9327","213","PT","MUSC OR TEND STRETCHING","ICD-9-CM"
"9328","213","PT","STRETCHING OF FASCIA","ICD-9-CM"
"9329","213","PT","FORCIB CORRECT DEFOR NEC","ICD-9-CM"
"9331","213","PT","ASSISTED POOL EXERCISE","ICD-9-CM"
"9332","213","PT","WHIRLPOOL TREATMENT","ICD-9-CM"
"9333","213","PT","OTHER HYDROTHERAPY","ICD-9-CM"
"9334","213","PT","DIATHERMY","ICD-9-CM"
"9335","213","PT","OTHER HEAT THERAPY","ICD-9-CM"
"9336","213","PT","CARDIAC RETRAINING","ICD-9-CM"
"9337","213","PT","PRENATAL TRAINING","ICD-9-CM"
"9338","213","PT","COMBINED PT NOS","ICD-9-CM"
"9339","213","PT","PHYSICAL THERAPY NEC","ICD-9-CM"
"9341","214","Traction","SPINE TRACT W SKULL DEV","ICD-9-CM"
"9342","214","Traction","OTHER SPINAL TRACTION","ICD-9-CM"
"9343","214","Traction","INTERMITT SKEL TRACTION","ICD-9-CM"
"9344","214","Traction","OTHER SKELETAL TRACTION","ICD-9-CM"
"9345","214","Traction","THOMAS SPLINT TRACTION","ICD-9-CM"
"9346","214","Traction","LIMB SKIN TRACTION NEC","ICD-9-CM"
"9351","214","Traction","PLASTER JACKET APPLICAT","ICD-9-CM"
"9352","214","Traction","NECK SUPPORT APPLICATION","ICD-9-CM"
"9353","214","Traction","OTHER CAST APPLICATION","ICD-9-CM"
"9354","214","Traction","APPLICATION OF SPLINT","ICD-9-CM"
"9355","214","Traction","DENTAL WIRING","ICD-9-CM"
"9356","214","Traction","PRESSURE DRESSING APPLIC","ICD-9-CM"
"9357","214","Traction","DRESSING OF WOUND NEC","ICD-9-CM"
"9358","214","Traction","PRESSURE TROUSER APPLICA","ICD-9-CM"
"9359","214","Traction","IMMOBILIZ/WOUND ATTN NEC","ICD-9-CM"
"9361","215","Ot PT/rehab","OMT FOR GEN-L MOBILIZAT","ICD-9-CM"
"9362","215","Ot PT/rehab","OMT WITH HI-VEL;LO-AMPLI","ICD-9-CM"
"9363","215","Ot PT/rehab","OMT WITH LO-VEL;HI-AMPLI","ICD-9-CM"
"9364","215","Ot PT/rehab","OMT WITH ISOTON;ISOMETRI","ICD-9-CM"
"9365","215","Ot PT/rehab","OMT WITH INDIRECT FORCES","ICD-9-CM"
"9366","215","Ot PT/rehab","OMT TO MOVE TISSUE FLUID","ICD-9-CM"
"9367","215","Ot PT/rehab","OSTEOPATH MANIPULAT NEC","ICD-9-CM"
"9371","215","Ot PT/rehab","DYSLEXIA TRAINING","ICD-9-CM"
"9372","215","Ot PT/rehab","DYSPHASIA TRAINING","ICD-9-CM"
"9373","215","Ot PT/rehab","ESOPHAG SPEECH TRAINING","ICD-9-CM"
"9374","215","Ot PT/rehab","SPEECH DEFECT TRAINING","ICD-9-CM"
"9375","215","Ot PT/rehab","OTHER SPEECH THERAPY","ICD-9-CM"
"9376","215","Ot PT/rehab","TRAINING IN LEAD DOG USE","ICD-9-CM"
"9377","215","Ot PT/rehab","BRAILLE OR MOON TRAINING","ICD-9-CM"
"9378","215","Ot PT/rehab","REHAB FOR THE BLIND NEC","ICD-9-CM"
"9381","215","Ot PT/rehab","RECREATIONAL THERAPY","ICD-9-CM"
